article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_8,citations_year_7,author_total_citations
https://openalex.org/W4210450362,Subfield maize yield prediction improves when in-season crop water deficit is included in remote sensing imagery-based models,2022-02-07,2022,article,Target_author,Basso,70,193,last,True,2,Remote Sensing of Environment,Elsevier BV,True,hybrid,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Environmental science', 'Growing season', 'Crop', 'Yield (engineering)', 'Remote sensing']","['Environmental science', 'Growing season', 'Crop', 'Yield (engineering)', 'Remote sensing', 'Crop yield', 'Random forest', 'Crop simulation model', 'Vegetation (pathology)', 'Agricultural engineering', 'Computer science', 'Machine learning', 'Agronomy', 'Geography', 'Forestry']",['Clean water and sanitation'],72,98.0,100.0,0.98922537,60,,,7.0,21.0,22.0,16.0,6.0,,,5525
https://openalex.org/W2803314113,Forecasting maize yield at field scale based on high-resolution satellite imagery,2018-05-21,2018,article,Target_author,Ciampitti,58,220,last,True,9,Biosystems Engineering,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Normalized Difference Vegetation Index', 'Scale (ratio)', 'Regression analysis', 'Statistics', 'Vegetation (pathology)']","['Normalized Difference Vegetation Index', 'Scale (ratio)', 'Regression analysis', 'Statistics', 'Vegetation (pathology)', 'Satellite imagery', 'Empirical modelling', 'Yield (engineering)', 'Field (mathematics)', 'Predictive modelling', 'Model selection', 'Mathematics', 'Environmental science', 'Remote sensing', 'Geography', 'Climate change', 'Cartography', 'Computer science', 'Ecology']",['Life in Land'],70,98.0,99.0,0.95275222,72,11.0,12.0,8.0,10.0,10.0,6.0,,2.0,11.0,7587
https://openalex.org/W4319081588,"Comparative Analysis of Statistical and Machine Learning Techniques for Rice Yield Forecasting for Chhattisgarh, India",2023-02-03,2023,article,Collaborator,Prakash Kumar Jha,26,55,middle,True,7,Sustainability,Multidisciplinary Digital Publishing Institute,True,gold,Rice Cultivation and Yield Improvement,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Lasso (programming language)', 'Elastic net regularization', 'Crop yield', 'Linear regression', 'Mathematics']","['Lasso (programming language)', 'Elastic net regularization', 'Crop yield', 'Linear regression', 'Mathematics', 'Yield (engineering)', 'Predictive modelling', 'Stepwise regression', 'Random forest', 'Statistics', 'Artificial neural network', 'Ridge', 'Regression analysis', 'Agricultural engineering', 'Regression', 'Geography', 'Computer science', 'Machine learning', 'Agronomy', 'Engineering', 'Cartography', 'Biology']",['Zero hunger'],70,99.0,100.0,0.99666362,40,,,,5.0,23.0,28.0,14.0,,,3115
https://openalex.org/W4385955202,Sustainable irrigation and climate feedbacks,2023-08-17,2023,review,Collaborator,Zhenong Jin,39,54,middle,True,10,Nature Food,Nature Portfolio,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Irrigation', 'Greenhouse gas', 'Climate change', 'Environmental science', 'Agriculture']","['Irrigation', 'Greenhouse gas', 'Climate change', 'Environmental science', 'Agriculture', 'Natural resource economics', 'Water resource management', 'Sustainable energy', 'Irrigation management', 'Geography', 'Economics', 'Ecology']",['Zero hunger'],70,90.0,100.0,0.99895659,107,,,,9.0,34.0,26.0,1.0,,,4003
https://openalex.org/W4319302613,"Effects of heat and drought on canola (Brassica napus L.) yield, oil, and protein: A meta-analysis",2023-02-06,2023,article,Target_author,Ciampitti,58,220,last,True,7,Field Crops Research,Elsevier BV,False,closed,Nitrogen and Sulfur Effects on Brassica,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Canola', 'Brassica', 'Abiotic component', 'Agronomy', 'Yield (engineering)']","['Canola', 'Brassica', 'Abiotic component', 'Agronomy', 'Yield (engineering)', 'Crop', 'Biology', 'Abiotic stress', 'Productivity', 'Environmental science', 'Ecology', 'Economics']",['Climate action'],69,99.0,100.0,0.98828163,116,,,,4.0,29.0,25.0,11.0,,,7587
https://openalex.org/W3014912906,White Mustard (Sinapis alba L.) Oil in Biodiesel Production: A Review,2020-04-02,2020,review,Collaborator,Kadambot H. M. Siddique,129,861,middle,True,8,Frontiers in Plant Science,Frontiers Media,True,gold,Biodiesel Production and Applications,Biomedical Engineering,Engineering,Physical Sciences,"['Sinapis', 'White mustard', 'Biodiesel', 'Mustard seed', 'Biofuel']","['Sinapis', 'White mustard', 'Biodiesel', 'Mustard seed', 'Biofuel', 'Biodiesel production', 'Pulp and paper industry', 'Brassica', 'Raw material', 'Mustard Plant', 'Residual oil', 'Agronomy', 'Environmental science', 'Chemistry', 'Biotechnology', 'Biology', 'Food science', 'Engineering', 'Organic chemistry']",['Responsible consumption and production'],69,97.0,100.0,0.9360316,86,,13.0,14.0,15.0,15.0,8.0,4.0,,,33875
https://openalex.org/W4308569962,Recent Rapid Increase of Cover Crop Adoption Across the U.S. Midwest Detected by Fusing Multi‐Source Satellite Data,2022-11-08,2022,article,Target_author,Kaiyu,69,156,middle,True,17,Geophysical Research Letters,American Geophysical Union,True,hybrid,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Cover crop', 'Sustainability', 'Cropping', 'Agriculture', 'Incentive']","['Cover crop', 'Sustainability', 'Cropping', 'Agriculture', 'Incentive', 'Government (linguistics)', 'Agroforestry', 'Environmental science', 'Agricultural economics', 'Environmental resource management', 'Geography', 'Ecology', 'Economics']",['Zero hunger'],69,90.0,100.0,0.98760645,34,,,9.0,24.0,25.0,10.0,1.0,,,10366
https://openalex.org/W3014912906,White Mustard (Sinapis alba L.) Oil in Biodiesel Production: A Review,2020-04-02,2020,review,Collaborator,Ivica Djalović,25,51,middle,True,8,Frontiers in Plant Science,Frontiers Media,True,gold,Biodiesel Production and Applications,Biomedical Engineering,Engineering,Physical Sciences,"['Sinapis', 'White mustard', 'Biodiesel', 'Mustard seed', 'Biofuel']","['Sinapis', 'White mustard', 'Biodiesel', 'Mustard seed', 'Biofuel', 'Biodiesel production', 'Pulp and paper industry', 'Brassica', 'Raw material', 'Mustard Plant', 'Residual oil', 'Agronomy', 'Environmental science', 'Chemistry', 'Biotechnology', 'Biology', 'Food science', 'Engineering', 'Organic chemistry']",['Responsible consumption and production'],69,97.0,100.0,0.9360316,86,,13.0,14.0,15.0,15.0,8.0,4.0,,,1640
https://openalex.org/W2981241924,Optimum leaf defoliation: A new agronomic approach for increasing nutrient uptake and land equivalent ratio of maize soybean relay intercropping system,2019-10-19,2019,article,Collaborator,Mukhtar Ahmed,45,153,middle,True,13,Field Crops Research,Elsevier BV,True,green,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Intercropping', 'Agronomy', 'Nutrient', 'Straw', 'Canopy']","['Intercropping', 'Agronomy', 'Nutrient', 'Straw', 'Canopy', 'Phosphorus', 'Biomass (ecology)', 'Field experiment', 'Biology', 'Chemistry', 'Botany']",[],69,98.0,100.0,0.98969462,74,5.0,9.0,10.0,15.0,15.0,12.0,,,3.0,5856
https://openalex.org/W3028259413,Insufficient nitrogen supply from symbiotic fixation reduces seasonal crop growth and nitrogen mobilization to seed in highly productive soybean crops,2020-05-20,2020,article,Target_author,Grassini,56,106,last,True,8,Plant Cell & Environment,Wiley,True,bronze,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Agronomy', 'Nitrogen fixation', 'Dry matter', 'Fertilizer', 'Nitrogen']","['Agronomy', 'Nitrogen fixation', 'Dry matter', 'Fertilizer', 'Nitrogen', 'Crop', 'Yield (engineering)', 'Leaf area index', 'Crop yield', 'Biology', 'Chemistry']",[],68,98.0,100.0,0.97125213,67,5.0,14.0,15.0,15.0,7.0,6.0,6.0,,,3982
https://openalex.org/W4311086051,Airborne hyperspectral imaging of cover crops through radiative transfer process-guided machine learning,2022-12-08,2022,article,Collaborator,Sheng Wang,40,114,first,True,14,Remote Sensing of Environment,Elsevier BV,True,green,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Remote sensing', 'Cover crop', 'Environmental science', 'Multispectral image']","['Hyperspectral imaging', 'Remote sensing', 'Cover crop', 'Environmental science', 'Multispectral image', 'Precision agriculture', 'Atmospheric radiative transfer codes', 'Radiative transfer', 'Agriculture', 'Agroforestry', 'Geography', 'Optics']",['Zero hunger'],67,90.0,100.0,0.98657999,82,,,10.0,28.0,14.0,14.0,1.0,,,3927
https://openalex.org/W4391437046,Production vulnerability to wheat blast disease under climate change,2024-02-01,2024,article,Collaborator,Senthold Asseng,84,230,last,True,10,Nature Climate Change,Nature Portfolio,True,hybrid,Wheat and Barley Genetics and Pathology,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Climate change', 'Vulnerability (computing)', 'Natural resource economics', 'Production (economics)', 'Environmental science']","['Climate change', 'Vulnerability (computing)', 'Natural resource economics', 'Production (economics)', 'Environmental science', 'Environmental resource management', 'Geography', 'Ecology', 'Biology', 'Economics', 'Computer science']","['Climate action', 'Zero hunger']",67,99.0,100.0,0.99877699,64,,,,,12.0,37.0,18.0,,,7503
https://openalex.org/W4311086051,Airborne hyperspectral imaging of cover crops through radiative transfer process-guided machine learning,2022-12-08,2022,article,Target_author,Kaiyu,69,156,middle,True,14,Remote Sensing of Environment,Elsevier BV,True,green,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Remote sensing', 'Cover crop', 'Environmental science', 'Multispectral image']","['Hyperspectral imaging', 'Remote sensing', 'Cover crop', 'Environmental science', 'Multispectral image', 'Precision agriculture', 'Atmospheric radiative transfer codes', 'Radiative transfer', 'Agriculture', 'Agroforestry', 'Geography', 'Optics']",['Zero hunger'],67,90.0,100.0,0.98657999,82,,,10.0,28.0,14.0,14.0,1.0,,,10366
https://openalex.org/W4205988563,Differential Physio-Biochemical and Metabolic Responses of Peanut (Arachis hypogaea L.) under Multiple Abiotic Stress Conditions,2022-01-08,2022,article,Collaborator,Kadambot H. M. Siddique,129,861,last,True,10,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute,True,gold,Peanut Plant Research Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Proline', 'Sugar', 'Abiotic stress', 'Arachis hypogaea', 'Food science']","['Proline', 'Sugar', 'Abiotic stress', 'Arachis hypogaea', 'Food science', 'Metabolomics', 'Abiotic component', 'Chemistry', 'Amino acid', 'Salinity', 'Biochemistry', 'Botany', 'Biology', 'Chromatography']",['Clean water and sanitation'],67,99.0,100.0,0.98875679,90,,,6.0,16.0,21.0,16.0,8.0,,,33875
https://openalex.org/W3184402780,"Quantifying carbon budget, crop yields and their responses to environmental variability using the ecosys model for U.S. Midwestern agroecosystems",2021-07-18,2021,article,Collaborator,Wang Zhou,23,33,first,True,8,Agricultural and Forest Meteorology,Elsevier BV,True,green,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Environmental science', 'Eddy covariance', 'Agroecosystem', 'Primary production', 'Ecosystem']","['Environmental science', 'Eddy covariance', 'Agroecosystem', 'Primary production', 'Ecosystem', 'Carbon cycle', 'Ecosystem respiration', 'Agriculture', 'Ecosystem services', 'Atmospheric sciences', 'Hydrology (agriculture)', 'Ecology']",['Zero hunger'],66,98.0,100.0,0.95992202,116,,2.0,19.0,9.0,17.0,12.0,7.0,,,1959
https://openalex.org/W3184402780,"Quantifying carbon budget, crop yields and their responses to environmental variability using the ecosys model for U.S. Midwestern agroecosystems",2021-07-18,2021,article,Target_author,Peng,40,71,middle,True,8,Agricultural and Forest Meteorology,Elsevier BV,True,green,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Environmental science', 'Eddy covariance', 'Agroecosystem', 'Primary production', 'Ecosystem']","['Environmental science', 'Eddy covariance', 'Agroecosystem', 'Primary production', 'Ecosystem', 'Carbon cycle', 'Ecosystem respiration', 'Agriculture', 'Ecosystem services', 'Atmospheric sciences', 'Hydrology (agriculture)', 'Ecology']",['Zero hunger'],66,98.0,100.0,0.95992202,116,,2.0,19.0,9.0,17.0,12.0,7.0,,,4980
https://openalex.org/W4311261688,"Cross-scale sensing of field-level crop residue cover: Integrating field photos, airborne hyperspectral imaging, and satellite data",2022-12-01,2022,article,Collaborator,Sheng Wang,40,114,first,True,17,Remote Sensing of Environment,Elsevier BV,True,green,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Remote sensing', 'Hyperspectral imaging', 'Environmental science', 'Satellite', 'Scale (ratio)']","['Remote sensing', 'Hyperspectral imaging', 'Environmental science', 'Satellite', 'Scale (ratio)', 'Field (mathematics)', 'Geology', 'Geography', 'Cartography']",['Zero hunger'],66,99.0,100.0,0.98613646,71,,,10.0,21.0,22.0,13.0,,,,3927
https://openalex.org/W4311261688,"Cross-scale sensing of field-level crop residue cover: Integrating field photos, airborne hyperspectral imaging, and satellite data",2022-12-01,2022,article,Target_author,Kaiyu,69,156,middle,True,17,Remote Sensing of Environment,Elsevier BV,True,green,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Remote sensing', 'Hyperspectral imaging', 'Environmental science', 'Satellite', 'Scale (ratio)']","['Remote sensing', 'Hyperspectral imaging', 'Environmental science', 'Satellite', 'Scale (ratio)', 'Field (mathematics)', 'Geology', 'Geography', 'Cartography']",['Zero hunger'],66,99.0,100.0,0.98613646,71,,,10.0,21.0,22.0,13.0,,,,10366
https://openalex.org/W3184402780,"Quantifying carbon budget, crop yields and their responses to environmental variability using the ecosys model for U.S. Midwestern agroecosystems",2021-07-18,2021,article,Target_author,Kaiyu,69,156,middle,True,8,Agricultural and Forest Meteorology,Elsevier BV,True,green,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Environmental science', 'Eddy covariance', 'Agroecosystem', 'Primary production', 'Ecosystem']","['Environmental science', 'Eddy covariance', 'Agroecosystem', 'Primary production', 'Ecosystem', 'Carbon cycle', 'Ecosystem respiration', 'Agriculture', 'Ecosystem services', 'Atmospheric sciences', 'Hydrology (agriculture)', 'Ecology']",['Zero hunger'],66,98.0,100.0,0.95992202,116,,2.0,19.0,9.0,17.0,12.0,7.0,,,10366
https://openalex.org/W2950304121,Increased temperatures may safeguard the nutritional quality of crops under future elevated <scp>CO</scp> <sub>2</sub> concentrations,2018-11-17,2018,article,Collaborator,Carl J. Bernacchi,66,165,middle,True,4,The Plant Journal,Wiley,True,hybrid,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Chemistry', 'Food security', 'Human health', 'Animal science', 'Biology']","['Chemistry', 'Food security', 'Human health', 'Animal science', 'Biology', 'Ecology', 'Medicine']",['Zero hunger'],65,96.0,100.0,0.97189353,49,10.0,5.0,10.0,10.0,8.0,7.0,,1.0,14.0,5069
https://openalex.org/W4223953043,A quantitative review into the contributions of biological nitrogen fixation to agricultural systems by grain legumes,2022-04-12,2022,review,Target_author,Ciampitti,58,220,last,True,7,European Journal of Agronomy,Elsevier BV,False,closed,Legume Nitrogen Fixing Symbiosis,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Lupinus angustifolius', 'Agronomy', 'Sativum', 'Lupinus', 'Biology']","['Lupinus angustifolius', 'Agronomy', 'Sativum', 'Lupinus', 'Biology', 'Field pea', 'Nitrogen fixation', 'Monoculture']",['Zero hunger'],65,97.0,100.0,0.98733035,157,,,8.0,18.0,20.0,15.0,4.0,,,7587
https://openalex.org/W3014289587,Nitrogen and sulfur interaction on nutrient use efficiencies and diagnostic tools in maize,2020-03-30,2020,article,Target_author,Ciampitti,58,220,last,True,7,European Journal of Agronomy,Elsevier BV,True,green,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Human fertilization', 'Nutrient', 'Shoot', 'Dilution', 'Nitrogen']","['Human fertilization', 'Nutrient', 'Shoot', 'Dilution', 'Nitrogen', 'Agronomy', 'Biomass (ecology)', 'Chemistry', 'Biology']","['Responsible consumption and production', 'Zero hunger']",65,89.0,100.0,0.98118303,76,5.0,11.0,16.0,14.0,10.0,8.0,1.0,,,7587
https://openalex.org/W3014289587,Nitrogen and sulfur interaction on nutrient use efficiencies and diagnostic tools in maize,2020-03-30,2020,article,Collaborator,Walter D. Carciochi,15,23,first,True,7,European Journal of Agronomy,Elsevier BV,True,green,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Human fertilization', 'Nutrient', 'Shoot', 'Dilution', 'Nitrogen']","['Human fertilization', 'Nutrient', 'Shoot', 'Dilution', 'Nitrogen', 'Agronomy', 'Biomass (ecology)', 'Chemistry', 'Biology']","['Responsible consumption and production', 'Zero hunger']",65,89.0,100.0,0.98118303,76,5.0,11.0,16.0,14.0,10.0,8.0,1.0,,,794
https://openalex.org/W3156525018,Insufficient and excessive N fertilizer input reduces maize root mass across soil types,2021-04-16,2021,article,Target_author,Archontoulis,53,121,last,True,7,Field Crops Research,Elsevier BV,False,closed,Plant nutrient uptake and metabolism,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Fertilizer', 'Agronomy', 'Shoot', 'Soil texture', 'Silt']","['Fertilizer', 'Agronomy', 'Shoot', 'Soil texture', 'Silt', 'Mathematics', 'Yield (engineering)', 'Field experiment', 'Biomass (ecology)', 'Nitrogen', 'Soil water', 'Horticulture', 'Environmental science', 'Chemistry', 'Soil science', 'Biology', 'Materials science']",['Zero hunger'],64,97.0,100.0,0.97557607,105,,4.0,21.0,14.0,9.0,12.0,4.0,,,5321
https://openalex.org/W2885631967,"Long term biochar effects on corn yield, soil quality and profitability in the US Midwest",2018-08-09,2018,article,Target_author,Archontoulis,53,121,middle,True,6,Field Crops Research,Elsevier BV,False,closed,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Biochar', 'Environmental science', 'Crop residue', 'Agronomy', 'Leaching (pedology)']","['Biochar', 'Environmental science', 'Crop residue', 'Agronomy', 'Leaching (pedology)', 'Crop yield', 'Soil quality', 'Soil carbon', 'Fertilizer', 'Agriculture', 'Soil water', 'Waste management', 'Engineering', 'Pyrolysis', 'Soil science']",['Zero hunger'],64,90.0,99.0,0.94650119,55,9.0,13.0,10.0,11.0,5.0,5.0,1.0,1.0,9.0,5321
https://openalex.org/W2891010999,Root length and root lipid composition contribute to drought tolerance of winter and spring wheat,2018-09-18,2018,article,Collaborator,M. Djanaguiraman,37,66,first,True,4,Plant and Soil,Springer Science+Business Media,True,green,Plant nutrient uptake and metabolism,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Galactolipids', 'Biology', 'Root system', 'Shoot', 'Agronomy']","['Galactolipids', 'Biology', 'Root system', 'Shoot', 'Agronomy', 'Plant physiology', 'Poaceae', 'Dry matter', 'Herbaceous plant', 'Botany', 'Horticulture', 'Chloroplast']",['Clean water and sanitation'],62,90.0,100.0,0.96964857,85,8.0,13.0,4.0,12.0,7.0,4.0,1.0,4.0,9.0,2797
https://openalex.org/W3115445068,Modelling selection response in plant-breeding programs using crop models as mechanistic gene-to-phenotype (CGM-G2P) multi-trait link functions,2020-12-28,2020,article,Collaborator,Mark Cooper,74,203,first,True,11,in silico Plants,Oxford University Press,True,gold,Genetic Mapping and Diversity in Plants and Animals,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Trait', 'Selection (genetic algorithm)', 'Biology', 'Quantitative trait locus', 'Population']","['Trait', 'Selection (genetic algorithm)', 'Biology', 'Quantitative trait locus', 'Population', 'Genetic model', 'Plant breeding', 'Breeding program', 'Allele', 'Genetics', 'Gene', 'Evolutionary biology', 'Computer science', 'Cultivar', 'Agronomy', 'Machine learning']",['Zero hunger'],62,96.0,100.0,0.97998253,149,4.0,10.0,3.0,13.0,17.0,15.0,,,,3287
https://openalex.org/W3152642644,Role of Phytohormones in Regulating Heat Stress Acclimation in Agricultural Crops,2021-04-13,2021,article,Collaborator,Uday Chand Jha,28,70,first,True,3,Journal of Plant Growth Regulation,Springer Science+Business Media,False,closed,Plant Parasitism and Resistance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Abscisic acid', 'Jasmonic acid', 'Salicylic acid', 'Gibberellic acid', 'Abiotic stress']","['Abscisic acid', 'Jasmonic acid', 'Salicylic acid', 'Gibberellic acid', 'Abiotic stress', 'Strigolactone', 'Plant physiology', 'Biology', 'Arabidopsis thaliana', 'Fluridone', 'Cell biology', 'Botany', 'Arabidopsis', 'Biochemistry', 'Gene', 'Germination', 'Mutant']",['Zero hunger'],62,94.0,100.0,0.97450664,265,,3.0,21.0,15.0,9.0,12.0,2.0,,,2741
https://openalex.org/W2795347759,Evapotranspiration in High‐Yielding Maize and under Increased Vapor Pressure Deficit in the US Midwest,2018-01-01,2018,article,Target_author,Basso,70,193,first,True,2,Agricultural & Environmental Letters,American Society of Agronomy,True,gold,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Transpiration', 'Evapotranspiration', 'Vapour Pressure Deficit', 'Environmental science', 'Water-use efficiency']","['Transpiration', 'Evapotranspiration', 'Vapour Pressure Deficit', 'Environmental science', 'Water-use efficiency', 'Agronomy', 'Vapor pressure', 'Water vapor', 'Vapour pressure of water', 'Zea mays', 'Energy balance', 'Water balance', 'Chemistry', 'Photosynthesis', 'Irrigation', 'Biology', 'Botany', 'Ecology']",['Clean water and sanitation'],61,94.0,99.0,0.94398546,28,5.0,9.0,13.0,11.0,10.0,7.0,2.0,,4.0,5525
https://openalex.org/W3122514873,Bottlenecks and opportunities in field-based high-throughput phenotyping for heat and drought stress,2021-01-18,2021,review,Target_author,Ciampitti,58,220,middle,True,3,Journal of Experimental Botany,Oxford University Press,True,hybrid,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Abiotic stress', 'Abiotic component', 'Throughput', 'Drought stress', 'Biology']","['Abiotic stress', 'Abiotic component', 'Throughput', 'Drought stress', 'Biology', 'Heat stress', 'Crop', 'Yield (engineering)', 'Resilience (materials science)', 'Grain yield', 'Agricultural engineering', 'Computer science', 'Biotechnology', 'Environmental science', 'Agronomy', 'Ecology', 'Engineering', 'Materials science']",[],60,96.0,100.0,0.97212492,163,,1.0,19.0,11.0,9.0,14.0,6.0,,,7587
https://openalex.org/W2797547733,A Systems Modeling Approach to Forecast Corn Economic Optimum Nitrogen Rate,2018-04-13,2018,article,Target_author,Archontoulis,53,121,last,True,9,Frontiers in Plant Science,Frontiers Media,True,gold,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Sowing', 'Crop', 'Precipitation', 'Crop rotation']","['Yield (engineering)', 'Sowing', 'Crop', 'Precipitation', 'Crop rotation', 'Phenology', 'Crop yield', 'Zea mays', 'DSSAT', 'Agronomy', 'Mathematics', 'Environmental science', 'Geography', 'Meteorology', 'Biology']",['Zero hunger'],60,90.0,99.0,0.98005942,82,7.0,7.0,7.0,12.0,6.0,9.0,1.0,1.0,10.0,5321
https://openalex.org/W3005939046,Modeling Flood-Induced Stress in Soybeans,2020-02-11,2020,article,Target_author,Archontoulis,53,121,last,True,4,Frontiers in Plant Science,Frontiers Media,True,gold,Plant responses to water stress,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Environmental science', 'Flooding (psychology)', 'Phenology', 'Climate change', 'Greenhouse']","['Environmental science', 'Flooding (psychology)', 'Phenology', 'Climate change', 'Greenhouse', 'Flood myth', 'Agronomy', 'Atmospheric sciences', 'Hydrology (agriculture)', 'Climatology', 'Ecology', 'Biology', 'Geography']",['Climate action'],60,96.0,99.0,0.97839131,71,1.0,9.0,9.0,12.0,10.0,14.0,5.0,,,5321
https://openalex.org/W2945473486,Novel multimodel ensemble approach to evaluate the sole effect of elevated CO2 on winter wheat productivity,2019-05-24,2019,article,Collaborator,Mukhtar Ahmed,45,153,first,True,6,Scientific Reports,Nature Portfolio,True,gold,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['DSSAT', 'Biomass (ecology)', 'Environmental science', 'Crop yield', 'Yield (engineering)']","['DSSAT', 'Biomass (ecology)', 'Environmental science', 'Crop yield', 'Yield (engineering)', 'Crop', 'Productivity', 'Precipitation', 'Agronomy', 'EPIC', 'Mathematics', 'Meteorology', 'Biology', 'Geography']",[],60,90.0,100.0,0.96788331,104,5.0,20.0,8.0,6.0,8.0,12.0,1.0,,,5856
https://openalex.org/W2967884752,GSV: a general model for hyperspectral soil reflectance simulation,2019-08-08,2019,article,Collaborator,Chongya Jiang,38,60,first,True,2,International Journal of Applied Earth Observation and Geoinformation,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Remote sensing', 'Reflectivity', 'Environmental science', 'Atmospheric radiative transfer codes']","['Hyperspectral imaging', 'Remote sensing', 'Reflectivity', 'Environmental science', 'Atmospheric radiative transfer codes', 'Vegetation (pathology)', 'Spectral signature', 'Canopy', 'Soil water', 'Radiative transfer', 'Water content', 'Soil science', 'Geography', 'Engineering', 'Optics', 'Physics']",['Life in Land'],60,94.0,100.0,0.9293119,79,14.0,16.0,9.0,9.0,8.0,2.0,2.0,,,4792
https://openalex.org/W4379742771,Harvest index has increased over the last 50 years of maize breeding,2023-06-07,2023,article,Target_author,Archontoulis,53,121,last,True,19,Field Crops Research,Elsevier BV,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Hybrid', 'Stover', 'Agronomy', 'Crop', 'Genetic gain']","['Hybrid', 'Stover', 'Agronomy', 'Crop', 'Genetic gain', 'Biology', 'Biomass (ecology)', 'Yield (engineering)', 'Plant breeding', 'Fertilizer', 'Biotechnology', 'Genetic variation']",['Responsible consumption and production'],60,98.0,100.0,0.99791686,58,,,,6.0,26.0,22.0,6.0,,,5321
https://openalex.org/W2885120883,Reproductive success of soybean (<scp><i>Glycine max</i></scp> L. Merril) cultivars and exotic lines under high daytime temperature,2018-08-10,2018,article,Target_author,Vara Prasad,93,358,last,True,5,Plant Cell & Environment,Wiley,True,bronze,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Glycine', 'Daytime', 'Cultivar', 'Horticulture', 'Biology']","['Glycine', 'Daytime', 'Cultivar', 'Horticulture', 'Biology', 'Physics', 'Biochemistry', 'Atmospheric sciences', 'Amino acid']",['Zero hunger'],59,90.0,100.0,0.94210822,88,7.0,8.0,11.0,4.0,7.0,2.0,1.0,4.0,15.0,13316
https://openalex.org/W3115392694,Ecosystem‐scale biogeochemical fluxes from three bioenergy crop candidates: How energy sorghum compares to maize and miscanthus,2020-12-22,2020,article,Collaborator,Carl J. Bernacchi,66,165,last,True,11,GCB Bioenergy,Wiley,True,gold,Bioenergy crop production and management,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Miscanthus', 'Agronomy', 'Sorghum', 'Bioenergy', 'Energy crop']","['Miscanthus', 'Agronomy', 'Sorghum', 'Bioenergy', 'Energy crop', 'Environmental science', 'Growing season', 'Perennial plant', 'Biology', 'Biofuel', 'Ecology']",['Responsible consumption and production'],59,96.0,100.0,0.98079185,59,1.0,16.0,10.0,10.0,13.0,9.0,,,,5069
