article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,keywords_very_specific,keywords_specific,keywords_intermediate,keywords_broad,keywords_score_high,keywords_score_medium,keywords_score_low,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_7,citations_year_8,author_total_citations
https://openalex.org/W4323832803,Simulation of evapotranspiration and yield of maize: An inter-comparison among 41 maize models,2023-03-10,2023,article,Target_author,Basso,70,194,middle,False,59,Agricultural and Forest Meteorology,Elsevier BV,True,bronze,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Evapotranspiration', 'Environmental science', 'Eddy covariance', 'Irrigation scheduling', 'Irrigation']",Evapotranspiration | Environmental science | Eddy covariance | Irrigation scheduling | Irrigation | Lysimeter | Transpiration | Simulation modeling | Hydrology (agriculture) | Biometeorology | Crop simulation model | Crop coefficient | Canopy | Crop yield | Atmospheric sciences | Agronomy | Soil water | Soil science | Ecosystem | Ecology | Mathematics | Geology | Biology,,,,Evapotranspiration | Environmental science | Eddy covariance | Irrigation scheduling | Irrigation | Lysimeter | Transpiration | Simulation modeling | Hydrology (agriculture) | Biometeorology | Crop simulation model | Crop coefficient | Canopy | Crop yield | Atmospheric sciences | Agronomy | Soil water | Soil science | Ecosystem | Ecology | Mathematics | Geology | Biology,Evapotranspiration,Environmental science | Eddy covariance | Irrigation scheduling | Irrigation | Lysimeter | Transpiration | Simulation modeling | Hydrology (agriculture) | Biometeorology | Crop simulation model | Crop coefficient,Canopy | Crop yield | Atmospheric sciences | Agronomy | Soil water | Soil science | Ecosystem | Ecology | Mathematics | Geology | Biology,['Clean water and sanitation'],46,98.0,100.0,0.98015339,77,,,,7.0,24.0,9.0,6.0,,,5545
https://openalex.org/W4323832803,Simulation of evapotranspiration and yield of maize: An inter-comparison among 41 maize models,2023-03-10,2023,article,Target_author,Archontoulis,53,123,middle,False,59,Agricultural and Forest Meteorology,Elsevier BV,True,bronze,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Evapotranspiration', 'Environmental science', 'Eddy covariance', 'Irrigation scheduling', 'Irrigation']",Evapotranspiration | Environmental science | Eddy covariance | Irrigation scheduling | Irrigation | Lysimeter | Transpiration | Simulation modeling | Hydrology (agriculture) | Biometeorology | Crop simulation model | Crop coefficient | Canopy | Crop yield | Atmospheric sciences | Agronomy | Soil water | Soil science | Ecosystem | Ecology | Mathematics | Geology | Biology,,,,Evapotranspiration | Environmental science | Eddy covariance | Irrigation scheduling | Irrigation | Lysimeter | Transpiration | Simulation modeling | Hydrology (agriculture) | Biometeorology | Crop simulation model | Crop coefficient | Canopy | Crop yield | Atmospheric sciences | Agronomy | Soil water | Soil science | Ecosystem | Ecology | Mathematics | Geology | Biology,Evapotranspiration,Environmental science | Eddy covariance | Irrigation scheduling | Irrigation | Lysimeter | Transpiration | Simulation modeling | Hydrology (agriculture) | Biometeorology | Crop simulation model | Crop coefficient,Canopy | Crop yield | Atmospheric sciences | Agronomy | Soil water | Soil science | Ecosystem | Ecology | Mathematics | Geology | Biology,['Clean water and sanitation'],46,98.0,100.0,0.98015339,77,,,,7.0,24.0,9.0,6.0,,,5356
https://openalex.org/W3144197991,Rotating maize reduces the risk and rate of nitrate leaching,2021-03-17,2021,article,Target_author,Castellano,48,97,middle,False,7,Environmental Research Letters,IOP Publishing,True,gold,Soil and Water Nutrient Dynamics,Environmental Chemistry,Environmental Science,Physical Sciences,"['Leaching (pedology)', 'Fertilizer', 'Environmental science', 'Cropping system', 'Agronomy']",Leaching (pedology) | Fertilizer | Environmental science | Cropping system | Agronomy | Cropping | Crop rotation | Mathematics | Soil science | Soil water | Agriculture | Crop | Ecology | Biology,,,,Leaching (pedology) | Fertilizer | Environmental science | Cropping system | Agronomy | Cropping | Crop rotation | Mathematics | Soil science | Soil water | Agriculture | Crop | Ecology | Biology,Leaching (pedology),Fertilizer | Environmental science | Cropping system | Agronomy | Cropping | Crop rotation,Mathematics | Soil science | Soil water | Agriculture | Crop | Ecology | Biology,['Zero hunger'],45,93.0,100.0,0.94243583,65,,2.0,7.0,14.0,7.0,13.0,2.0,,,3601
https://openalex.org/W2812872717,"Maize Genomes to Fields: 2014 and 2015 field season genotype, phenotype, environment, and inbred ear image datasets",2018-07-09,2018,article,Target_author,Ciampitti,58,222,middle,False,44,BMC Research Notes,BioMed Central,True,gold,Genetic Mapping and Diversity in Plants and Animals,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Genotype', 'Phenotype', 'Inbred strain', 'Genome', 'Biology']",Genotype | Phenotype | Inbred strain | Genome | Biology | Genetics | Veterinary medicine | Medicine | Gene,,,,Genotype | Phenotype | Inbred strain | Genome | Biology | Genetics | Veterinary medicine | Medicine | Gene,,Genotype | Phenotype | Inbred strain | Genome | Biology | Genetics,Veterinary medicine | Medicine | Gene,['Life in Land'],45,90.0,99.0,0.94402601,11,8.0,8.0,2.0,10.0,4.0,8.0,1.0,4.0,,7622
https://openalex.org/W3208561300,Evaluation of crop model prediction and uncertainty using Bayesian parameter estimation and Bayesian model averaging,2021-10-26,2021,article,Target_author,Hoogenboom,93,468,last,False,10,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Bayesian probability', 'Ensemble forecasting', 'Computer science', 'Statistics', 'Bayesian inference']",Bayesian probability | Ensemble forecasting | Computer science | Statistics | Bayesian inference | Mean squared error | Econometrics | Mathematics | Machine learning,,,Bayesian inference,Bayesian probability | Ensemble forecasting | Computer science | Statistics | Mean squared error | Econometrics | Mathematics | Machine learning,,Bayesian probability | Ensemble forecasting | Computer science | Statistics | Bayesian inference | Mean squared error,Econometrics | Mathematics | Machine learning,['Climate action'],45,99.0,100.0,0.98200455,69,,7.0,9.0,11.0,9.0,9.0,,,,8879
https://openalex.org/W2894351156,Prospect for increasing grain legume crop production in East Africa,2018-09-25,2018,article,Target_author,Rattalino,28,38,middle,False,8,European Journal of Agronomy,Elsevier BV,True,hybrid,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Legume', 'Tanzania', 'Yield gap', 'Crop', 'Agronomy']",Legume | Tanzania | Yield gap | Crop | Agronomy | Yield (engineering) | Agriculture | Production (economics) | Agroforestry | Crop yield | Geography | Environmental science | Biology | Economics,,,Tanzania,Legume | Yield gap | Crop | Agronomy | Yield (engineering) | Agriculture | Production (economics) | Agroforestry | Crop yield | Geography | Environmental science | Biology | Economics,Legume,Tanzania | Yield gap | Crop | Agronomy | Yield (engineering) | Agriculture | Production (economics) | Agroforestry | Crop yield,Geography | Environmental science | Biology | Economics,['Zero hunger'],45,90.0,99.0,0.96915045,64,8.0,9.0,4.0,9.0,10.0,1.0,,2.0,2.0,1457
https://openalex.org/W3170875595,Environmental Factors Associated With Nitrogen Fixation Prediction in Soybean,2021-06-15,2021,article,Target_author,Archontoulis,53,123,middle,False,9,Frontiers in Plant Science,Frontiers Media,True,gold,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sowing', 'Nitrogen fixation', 'Agronomy', 'Linear regression', 'Mathematics']",Sowing | Nitrogen fixation | Agronomy | Linear regression | Mathematics | Biology | Animal science | Nitrogen | Chemistry | Statistics,,,,Sowing | Nitrogen fixation | Agronomy | Linear regression | Mathematics | Biology | Animal science | Nitrogen | Chemistry | Statistics,Sowing,Nitrogen fixation | Agronomy | Linear regression,Mathematics | Biology | Animal science | Nitrogen | Chemistry | Statistics,['Responsible consumption and production'],45,94.0,100.0,0.96818408,75,,5.0,7.0,11.0,12.0,8.0,2.0,,,5356
https://openalex.org/W3209317973,Climate change impact uncertainty assessment and adaptations for sustainable maize production using multi-crop and climate models,2021-10-27,2021,article,Target_author,Hoogenboom,93,468,last,False,10,Environmental Science and Pollution Research,Springer Science+Business Media,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['DSSAT', 'Environmental science', 'Climate change', 'Phenology', 'Sowing']",DSSAT | Environmental science | Climate change | Phenology | Sowing | Anthesis | HadCM3 | Crop yield | Crop | Agriculture | Semi-arid climate | Growing season | Agronomy | Crop simulation model | Arid | Climate model | General Circulation Model | Geography | Cultivar | Biology | Ecology,,,HadCM3,DSSAT | Environmental science | Climate change | Phenology | Sowing | Anthesis | Crop yield | Crop | Agriculture | Semi-arid climate | Growing season | Agronomy | Crop simulation model | Arid | Climate model | General Circulation Model | Geography | Cultivar | Biology | Ecology,,DSSAT | Environmental science | Climate change | Phenology | Sowing | Anthesis | HadCM3 | Crop yield | Crop | Agriculture | Semi-arid climate | Growing season | Agronomy | Crop simulation model | Arid | Climate model,General Circulation Model | Geography | Cultivar | Biology | Ecology,['Zero hunger'],45,97.0,100.0,0.98459501,92,,,13.0,14.0,13.0,5.0,,,,8879
https://openalex.org/W2894351156,Prospect for increasing grain legume crop production in East Africa,2018-09-25,2018,article,Target_author,Grassini,56,107,middle,False,8,European Journal of Agronomy,Elsevier BV,True,hybrid,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Legume', 'Tanzania', 'Yield gap', 'Crop', 'Agronomy']",Legume | Tanzania | Yield gap | Crop | Agronomy | Yield (engineering) | Agriculture | Production (economics) | Agroforestry | Crop yield | Geography | Environmental science | Biology | Economics,,,Tanzania,Legume | Yield gap | Crop | Agronomy | Yield (engineering) | Agriculture | Production (economics) | Agroforestry | Crop yield | Geography | Environmental science | Biology | Economics,Legume,Tanzania | Yield gap | Crop | Agronomy | Yield (engineering) | Agriculture | Production (economics) | Agroforestry | Crop yield,Geography | Environmental science | Biology | Economics,['Zero hunger'],45,90.0,99.0,0.96915045,64,8.0,9.0,4.0,9.0,10.0,1.0,,2.0,2.0,4007
https://openalex.org/W3144197991,Rotating maize reduces the risk and rate of nitrate leaching,2021-03-17,2021,article,Target_author,Archontoulis,53,123,last,False,7,Environmental Research Letters,IOP Publishing,True,gold,Soil and Water Nutrient Dynamics,Environmental Chemistry,Environmental Science,Physical Sciences,"['Leaching (pedology)', 'Fertilizer', 'Environmental science', 'Cropping system', 'Agronomy']",Leaching (pedology) | Fertilizer | Environmental science | Cropping system | Agronomy | Cropping | Crop rotation | Mathematics | Soil science | Soil water | Agriculture | Crop | Ecology | Biology,,,,Leaching (pedology) | Fertilizer | Environmental science | Cropping system | Agronomy | Cropping | Crop rotation | Mathematics | Soil science | Soil water | Agriculture | Crop | Ecology | Biology,Leaching (pedology),Fertilizer | Environmental science | Cropping system | Agronomy | Cropping | Crop rotation,Mathematics | Soil science | Soil water | Agriculture | Crop | Ecology | Biology,['Zero hunger'],45,93.0,100.0,0.94243583,65,,2.0,7.0,14.0,7.0,13.0,2.0,,,5356
https://openalex.org/W2801394873,"Thresholds, sensitive stages and genetic variability of finger millet to high temperature stress",2018-04-17,2018,article,Target_author,Vara Prasad,93,360,middle,True,6,Journal of Agronomy and Crop Science,Wiley,True,bronze,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Panicle', 'Eleusine', 'Biology', 'Agronomy', 'Grain yield']",Panicle | Eleusine | Biology | Agronomy | Grain yield | Finger millet | Arid,,,Eleusine | Finger millet,Panicle | Biology | Agronomy | Grain yield | Arid,Panicle | Eleusine,Biology | Agronomy | Grain yield | Finger millet | Arid,,['Life in Land'],45,90.0,100.0,0.94498394,66,8.0,6.0,4.0,6.0,4.0,4.0,1.0,8.0,4.0,13383
https://openalex.org/W4399652790,"Harnessing plant growth-promoting rhizobacteria, Bacillus subtilis and B. aryabhattai to combat salt stress in rice: a study on the regulation of antioxidant defense, ion homeostasis, and photosynthetic parameters",2024-06-13,2024,article,Target_author,Vara Prasad,93,360,middle,True,7,Frontiers in Plant Science,Frontiers Media,True,gold,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Rhizobacteria', 'Biology', 'Oryza sativa', 'Salinity', 'Transplantation']",Rhizobacteria | Biology | Oryza sativa | Salinity | Transplantation | Photosynthesis | Transplanting | Botany | Horticulture | Seedling | Agronomy | Rhizosphere | Bacteria | Medicine | Ecology,,,Rhizobacteria | Transplantation,Biology | Oryza sativa | Salinity | Photosynthesis | Transplanting | Botany | Horticulture | Seedling | Agronomy | Rhizosphere | Bacteria | Medicine | Ecology,Rhizobacteria,Biology | Oryza sativa | Salinity | Transplantation | Photosynthesis | Transplanting,Botany | Horticulture | Seedling | Agronomy | Rhizosphere | Bacteria | Medicine | Ecology,[],45,97.0,100.0,0.99712732,54,,,,,13.0,28.0,4.0,,,13383
https://openalex.org/W3204472017,"Large-Scale Non-Targeted Metabolomics Reveals Antioxidant, Nutraceutical and Therapeutic Potentials of Sorghum",2021-09-23,2021,article,Target_author,Vara Prasad,93,360,middle,False,6,Antioxidants,Multidisciplinary Digital Publishing Institute,True,gold,Metabolomics and Mass Spectrometry Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Nutraceutical', 'Sorghum', 'Food science', 'Metabolomics', 'Antioxidant']",Nutraceutical | Sorghum | Food science | Metabolomics | Antioxidant | Biology | Chemistry | Biochemistry | Agronomy,,,Nutraceutical,Sorghum | Food science | Metabolomics | Antioxidant | Biology | Chemistry | Biochemistry | Agronomy,Nutraceutical | Sorghum,Food science | Metabolomics | Antioxidant | Biology | Chemistry,Biochemistry | Agronomy,[],45,96.0,100.0,0.88822521,89,,4.0,14.0,11.0,13.0,3.0,,,,13383
https://openalex.org/W3047786270,"Conservation Agriculture and Integrated Pest Management Practices Improve Yield and Income while Reducing Labor, Pests, Diseases and Chemical Pesticide Use in Smallholder Vegetable Farms in Nepal",2020-08-10,2020,article,Target_author,Vara Prasad,93,360,middle,False,6,Sustainability,Multidisciplinary Digital Publishing Institute,True,gold,Urban Agriculture and Sustainability,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Agriculture', 'Agricultural science', 'Integrated pest management', 'Livelihood', 'Business']",Agriculture | Agricultural science | Integrated pest management | Livelihood | Business | Bitter gourd | Pesticide | Yield (engineering) | Government (linguistics) | Toxicology | Benefit–cost ratio | Agroforestry | Biotechnology | Production (economics) | Agronomy | Geography | Biology | Economics | Net present value,Bitter gourd | Benefit–cost ratio | Net present value,,Integrated pest management,Agriculture | Agricultural science | Livelihood | Business | Pesticide | Yield (engineering) | Government (linguistics) | Toxicology | Agroforestry | Biotechnology | Production (economics) | Agronomy | Geography | Biology | Economics,,Agriculture | Agricultural science | Integrated pest management | Livelihood | Business | Bitter gourd | Pesticide | Yield (engineering) | Government (linguistics) | Toxicology | Benefit–cost ratio | Agroforestry,Biotechnology | Production (economics) | Agronomy | Geography | Biology | Economics | Net present value,['Zero hunger'],45,89.0,100.0,0.93347435,60,2.0,11.0,14.0,7.0,6.0,4.0,1.0,,,13383
https://openalex.org/W3170875595,Environmental Factors Associated With Nitrogen Fixation Prediction in Soybean,2021-06-15,2021,article,Target_author,Ciampitti,58,222,last,True,9,Frontiers in Plant Science,Frontiers Media,True,gold,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sowing', 'Nitrogen fixation', 'Agronomy', 'Linear regression', 'Mathematics']",Sowing | Nitrogen fixation | Agronomy | Linear regression | Mathematics | Biology | Animal science | Nitrogen | Chemistry | Statistics,,,,Sowing | Nitrogen fixation | Agronomy | Linear regression | Mathematics | Biology | Animal science | Nitrogen | Chemistry | Statistics,Sowing,Nitrogen fixation | Agronomy | Linear regression,Mathematics | Biology | Animal science | Nitrogen | Chemistry | Statistics,['Responsible consumption and production'],45,94.0,100.0,0.96818408,75,,5.0,7.0,11.0,12.0,8.0,2.0,,,7622
https://openalex.org/W2942626916,"Nitrogen limitation in high-yield soybean: Seed yield, N accumulation, and N-use efficiency",2019-05-01,2019,article,Target_author,Grassini,56,107,last,True,7,Field Crops Research,Elsevier BV,False,closed,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Agronomy', 'Nitrogen', '30-day yield', 'Environmental science']",Yield (engineering) | Agronomy | Nitrogen | 30-day yield | Environmental science | Mathematics | Biology | Chemistry | Grain yield | Physics,,30-day yield,,Yield (engineering) | Agronomy | Nitrogen | Environmental science | Mathematics | Biology | Chemistry | Grain yield | Physics,Yield (engineering),Agronomy | Nitrogen | 30-day yield | Environmental science,Mathematics | Biology | Chemistry | Grain yield | Physics,[],45,94.0,100.0,0.96386535,38,8.0,3.0,5.0,7.0,11.0,5.0,2.0,4.0,,4007
https://openalex.org/W3002233402,Mid‐season county‐level corn yield forecast for US Corn Belt integrating satellite imagery and weather variables,2020-01-24,2020,article,Target_author,Ciampitti,58,222,last,True,9,Crop Science,Wiley,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Normalized Difference Vegetation Index', 'Yield (engineering)', 'Growing season', 'Environmental science', 'Precipitation']",Normalized Difference Vegetation Index | Yield (engineering) | Growing season | Environmental science | Precipitation | Satellite imagery | Vegetation (pathology) | Meteorology | Statistics | Climatology | Mathematics | Agronomy | Geography | Leaf area index | Biology,,,,Normalized Difference Vegetation Index | Yield (engineering) | Growing season | Environmental science | Precipitation | Satellite imagery | Vegetation (pathology) | Meteorology | Statistics | Climatology | Mathematics | Agronomy | Geography | Leaf area index | Biology,Normalized Difference Vegetation Index,Yield (engineering) | Growing season | Environmental science | Precipitation | Satellite imagery | Vegetation (pathology),Meteorology | Statistics | Climatology | Mathematics | Agronomy | Geography | Leaf area index | Biology,['Zero hunger'],44,97.0,100.0,0.93687676,53,3.0,5.0,11.0,5.0,5.0,11.0,4.0,,,7622
https://openalex.org/W4220719547,"Assessment of Land Use and Land Cover Changes on Soil Erosion Using Remote Sensing, GIS and RUSLE Model: A Case Study of Battambang Province, Cambodia",2022-03-29,2022,article,Target_author,Vara Prasad,93,360,last,False,6,Sustainability,Multidisciplinary Digital Publishing Institute,True,gold,Soil erosion and sediment transport,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Universal Soil Loss Equation', 'Environmental science', 'Erosion', 'Land cover', 'Land use']",Universal Soil Loss Equation | Environmental science | Erosion | Land cover | Land use | Agricultural land | Land degradation | Hydrology (agriculture) | Soil retrogression and degradation | Soil loss | Agriculture | Forestry | Geography | Soil water | Soil science | Geology | Ecology,,Universal Soil Loss Equation,Soil retrogression and degradation | Soil loss,Environmental science | Erosion | Land cover | Land use | Agricultural land | Land degradation | Hydrology (agriculture) | Agriculture | Forestry | Geography | Soil water | Soil science | Geology | Ecology,Universal Soil Loss Equation,Environmental science | Erosion | Land cover | Land use | Agricultural land | Land degradation | Hydrology (agriculture) | Soil retrogression and degradation | Soil loss | Agriculture,Forestry | Geography | Soil water | Soil science | Geology | Ecology,[],44,96.0,100.0,0.96562677,80,,,1.0,11.0,16.0,13.0,3.0,,,13383
https://openalex.org/W3175559649,Comparative Transcriptome Analysis Reveals Genetic Mechanisms of Sugarcane Aphid Resistance in Grain Sorghum,2021-07-01,2021,article,Target_author,Vara Prasad,93,360,middle,False,7,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute,True,gold,Insect-Plant Interactions and Control,Insect Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Infestation', 'Transcriptome', 'Gene', 'Sorghum']",Biology | Infestation | Transcriptome | Gene | Sorghum | Aphid | Genotype | Genetics | Gene expression | Brown planthopper | Botany | Agronomy,Brown planthopper,,Infestation | Aphid,Biology | Transcriptome | Gene | Sorghum | Genotype | Genetics | Gene expression | Botany | Agronomy,Biology | Infestation,Transcriptome | Gene | Sorghum | Aphid | Genotype | Genetics | Gene expression | Brown planthopper,Botany | Agronomy,['Life in Land'],44,97.0,100.0,0.99609061,78,,,5.0,19.0,6.0,5.0,9.0,,,13383
https://openalex.org/W2949919418,How much will precision nitrogen management pay off? An evaluation based on simulating thousands of corn fields over the US Corn-Belt,2019-06-13,2019,article,Target_author,Lobell,112,269,last,False,3,Field Crops Research,Elsevier BV,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Environmental science', 'Precision agriculture', 'Agricultural engineering', 'Leaching (pedology)', 'Variable (mathematics)']",Environmental science | Precision agriculture | Agricultural engineering | Leaching (pedology) | Variable (mathematics) | Yield (engineering) | Crop | Agronomy | Agricultural science | Mathematics | Soil science | Agriculture | Engineering | Geography | Soil water,,,,Environmental science | Precision agriculture | Agricultural engineering | Leaching (pedology) | Variable (mathematics) | Yield (engineering) | Crop | Agronomy | Agricultural science | Mathematics | Soil science | Agriculture | Engineering | Geography | Soil water,,Environmental science | Precision agriculture | Agricultural engineering | Leaching (pedology) | Variable (mathematics) | Yield (engineering) | Crop,Agronomy | Agricultural science | Mathematics | Soil science | Agriculture | Engineering | Geography | Soil water,[],44,90.0,99.0,0.97689908,88,8.0,1.0,9.0,12.0,7.0,6.0,1.0,,,8561
https://openalex.org/W2949919418,How much will precision nitrogen management pay off? An evaluation based on simulating thousands of corn fields over the US Corn-Belt,2019-06-13,2019,article,Target_author,Archontoulis,53,123,middle,False,3,Field Crops Research,Elsevier BV,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Environmental science', 'Precision agriculture', 'Agricultural engineering', 'Leaching (pedology)', 'Variable (mathematics)']",Environmental science | Precision agriculture | Agricultural engineering | Leaching (pedology) | Variable (mathematics) | Yield (engineering) | Crop | Agronomy | Agricultural science | Mathematics | Soil science | Agriculture | Engineering | Geography | Soil water,,,,Environmental science | Precision agriculture | Agricultural engineering | Leaching (pedology) | Variable (mathematics) | Yield (engineering) | Crop | Agronomy | Agricultural science | Mathematics | Soil science | Agriculture | Engineering | Geography | Soil water,,Environmental science | Precision agriculture | Agricultural engineering | Leaching (pedology) | Variable (mathematics) | Yield (engineering) | Crop,Agronomy | Agricultural science | Mathematics | Soil science | Agriculture | Engineering | Geography | Soil water,[],44,90.0,99.0,0.97689908,88,8.0,1.0,9.0,12.0,7.0,6.0,1.0,,,5356
https://openalex.org/W4281845117,Radiation use efficiency increased over a century of maize (<i>Zea mays</i>L.) breeding in the US corn belt,2022-05-30,2022,article,Target_author,Messina,53,98,first,True,9,Journal of Experimental Botany,Oxford University Press,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Crop', 'Agronomy', 'Zea mays', 'Interception', 'Yield (engineering)']",Crop | Agronomy | Zea mays | Interception | Yield (engineering) | Canopy | Hybrid | Leaf area index | Biology | Irrigation | Botany | Ecology,,,,Crop | Agronomy | Zea mays | Interception | Yield (engineering) | Canopy | Hybrid | Leaf area index | Biology | Irrigation | Botany | Ecology,,Crop | Agronomy | Zea mays | Interception | Yield (engineering) | Canopy | Hybrid | Leaf area index | Biology | Irrigation,Botany | Ecology,[],44,97.0,100.0,0.98692109,71,,,2.0,13.0,12.0,13.0,4.0,,,3291
https://openalex.org/W3106726702,Using crop simulation model to evaluate influence of water management practices and multiple cropping systems on crop yields: A case study for Ethiopian highlands,2020-11-20,2020,article,Target_author,Ciampitti,58,222,middle,False,4,Field Crops Research,Elsevier BV,False,closed,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Agronomy', 'Monoculture', 'Crop rotation', 'Irrigation', 'Cropping']",Agronomy | Monoculture | Crop rotation | Irrigation | Cropping | Yield (engineering) | Yield gap | Cropping system | Environmental science | Crop yield | Soil water | Mathematics | Soil fertility | Rainfed agriculture | Crop | Water-use efficiency | Agriculture | Biology | Soil science,,,,Agronomy | Monoculture | Crop rotation | Irrigation | Cropping | Yield (engineering) | Yield gap | Cropping system | Environmental science | Crop yield | Soil water | Mathematics | Soil fertility | Rainfed agriculture | Crop | Water-use efficiency | Agriculture | Biology | Soil science,,Agronomy | Monoculture | Crop rotation | Irrigation | Cropping | Yield (engineering) | Yield gap | Cropping system | Environmental science | Crop yield | Soil water | Mathematics | Soil fertility | Rainfed agriculture | Crop | Water-use efficiency,Agriculture | Biology | Soil science,['Clean water and sanitation'],44,98.0,100.0,0.96950555,72,5.0,8.0,6.0,7.0,11.0,7.0,,,,7622
https://openalex.org/W3166686162,Performance of 13 crop simulation models and their ensemble for simulating four field crops in Central Europe,2021-01-01,2021,article,Target_author,Hoogenboom,93,468,middle,False,30,The Journal of Agricultural Science,Cambridge University Press,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Crop', 'Silage', 'Crop simulation model', 'Agronomy', 'Environmental science']",Crop | Silage | Crop simulation model | Agronomy | Environmental science | Yield (engineering) | Crop yield | Simulation modeling | Mathematics | Biology,,,,Crop | Silage | Crop simulation model | Agronomy | Environmental science | Yield (engineering) | Crop yield | Simulation modeling | Mathematics | Biology,,Crop | Silage | Crop simulation model | Agronomy | Environmental science | Yield (engineering) | Crop yield | Simulation modeling | Mathematics,Biology,[],44,98.0,100.0,0.98359666,47,,3.0,10.0,9.0,16.0,6.0,,,,8879
https://openalex.org/W3106726702,Using crop simulation model to evaluate influence of water management practices and multiple cropping systems on crop yields: A case study for Ethiopian highlands,2020-11-20,2020,article,Target_author,Vara Prasad,93,360,middle,True,4,Field Crops Research,Elsevier BV,False,closed,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Agronomy', 'Monoculture', 'Crop rotation', 'Irrigation', 'Cropping']",Agronomy | Monoculture | Crop rotation | Irrigation | Cropping | Yield (engineering) | Yield gap | Cropping system | Environmental science | Crop yield | Soil water | Mathematics | Soil fertility | Rainfed agriculture | Crop | Water-use efficiency | Agriculture | Biology | Soil science,,,,Agronomy | Monoculture | Crop rotation | Irrigation | Cropping | Yield (engineering) | Yield gap | Cropping system | Environmental science | Crop yield | Soil water | Mathematics | Soil fertility | Rainfed agriculture | Crop | Water-use efficiency | Agriculture | Biology | Soil science,,Agronomy | Monoculture | Crop rotation | Irrigation | Cropping | Yield (engineering) | Yield gap | Cropping system | Environmental science | Crop yield | Soil water | Mathematics | Soil fertility | Rainfed agriculture | Crop | Water-use efficiency,Agriculture | Biology | Soil science,['Clean water and sanitation'],44,98.0,100.0,0.96950555,72,5.0,8.0,6.0,7.0,11.0,7.0,,,,13383
