article_id,publication_year,publication_date,journal_display_name,author_type,topic_subfield,topic_field,topic_domain,type,language,source_type,oa_status,primary_topic_score,authors_count,countries_distinct_count,institutions_distinct_count,locations_count,referenced_works_count,apc_list_value_usd,apc_paid_value_usd,citation_norm_percentile,total_citations,is_oa,any_repository_has_fulltext,primary_location_is_oa,source_is_oa,source_is_in_doaj,source_is_core,has_fulltext,queried_author_is_corresponding,is_in_top_1_percent,is_in_top_10_percent,n_keywords,keywords_score_mean,keywords_score_max,sdgs,funders_count,mesh_count,title_word_count,abstract_word_count,citations_first_2y,citations_first_3y,normalized_3y_cites_exact,citations_per_year_3y,citations_year_1_exact,citations_year_2_exact,citations_first_2y_exact,normalized_2y_cites_exact
W2892194064,2018,2018-09-18,Kidney International Reports,middle,Transplantation,Medicine,Health Sciences,article,en,journal,gold,1.0,10,2,10,6,39,3200.0,2681.0,0.9414791,34,1,1,1,1,1,1,1,0,0,1,7.0,0.5389967858791351,0.8772845268249512,1,3,0,11,19,0.0,9.0,3.0,3.0,0,7,7,7
W2935882959,2019,2019-04-13,Transplant International,middle,Transplantation,Medicine,Health Sciences,article,en,journal,bronze,0.9998999834060668,11,1,11,2,32,2911.0,,0.93184201,34,1,0,1,0,1,1,0,0,0,1,16.0,0.5516454875469208,0.9093430042266846,1,5,0,15,210,7.0,13.0,4.333333333333333,4.333333333333333,4,5,9,9
W3048800695,2020,2020-08-13,International Journal of Cardiology,middle,Epidemiology,Medicine,Health Sciences,article,en,journal,closed,0.9998000264167786,9,1,9,2,25,3340.0,,0.84369277,22,0,0,0,0,0,1,0,0,0,0,13.0,0.5752154749173385,0.9665985703468323,1,0,0,15,0,3.0,7.0,2.3333333333333335,2.3333333333333335,3,3,6,6
W2952269345,2019,2019-06-11,BioMed Research International,middle,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,article,en,journal,hybrid,1.0,6,1,6,6,34,2400.0,2400.0,0.84588212,19,1,1,1,0,0,1,1,0,0,0,17.0,0.5650589956956751,0.9223051071166992,1,0,0,22,45,3.0,4.0,1.3333333333333333,1.3333333333333333,2,1,3,3
W4394934392,2024,2024-04-18,EJNMMI Reports,middle,Surgery,Medicine,Health Sciences,article,en,journal,diamond,1.0,10,2,10,3,22,,,0.91668356,6,1,1,1,1,1,0,1,0,0,1,10.0,0.5319455683231353,0.9193593263626099,1,0,0,14,24,4.0,6.0,2.0,2.0,1,5,6,6
W3005096260,2020,2020-02-05,Frontiers in Immunology,middle,Transplantation,Medicine,Health Sciences,article,en,journal,gold,0.9998999834060668,18,1,18,6,46,2950.0,2950.0,0.91588472,26,1,1,1,1,1,1,1,0,0,1,5.0,0.5398933589458466,0.862537145614624,0,10,0,16,184,5.0,10.0,3.3333333333333335,3.3333333333333335,2,4,6,6
W2974352046,2019,2019-09-17,American Journal of Transplantation,middle,Transplantation,Medicine,Health Sciences,article,en,journal,hybrid,1.0,7,1,7,2,39,4300.0,4300.0,0.75358266,17,1,0,1,0,0,1,1,0,0,0,15.0,0.513741934299469,0.9280637502670288,1,0,0,20,209,1.0,3.0,1.0,1.0,0,3,3,3
W4315621382,2023,2023-01-11,Clinical Transplantation,middle,Surgery,Medicine,Health Sciences,article,en,journal,hybrid,0.9998999834060668,8,1,8,2,30,4120.0,4120.0,0.8888922,9,1,0,1,0,0,1,0,0,0,0,15.0,0.5469083031018575,0.941853404045105,1,0,0,21,28,3.0,8.0,2.6666666666666665,2.6666666666666665,1,2,3,3
W4213336009,2022,2022-02-23,International Journal of Infectious Diseases,middle,Infectious Diseases,Medicine,Health Sciences,article,en,journal,gold,1.0,5,1,5,4,7,1750.0,1750.0,0.5402658,4,1,1,1,1,1,1,0,0,0,0,7.0,0.5165751108101436,0.6559305191040039,0,0,0,13,47,2.0,3.0,1.0,1.0,0,3,3,3
W3201538360,2021,2021-09-23,International Journal of Immunogenetics,middle,Transplantation,Medicine,Health Sciences,review,en,journal,hybrid,1.0,30,5,30,5,45,2630.0,2630.0,0.75597574,9,1,1,1,0,0,1,0,0,0,0,4.0,0.5116108059883118,0.6069492101669312,1,0,0,9,160,3.0,4.0,1.3333333333333333,1.3333333333333333,3,0,3,3
W4221020008,2022,2022-03-17,PLoS ONE,middle,Nephrology,Medicine,Health Sciences,article,en,journal,gold,0.9973999857902528,6,1,6,6,30,1805.0,1805.0,0.04425273,0,1,1,1,1,1,1,1,0,0,0,12.0,0.43621278802553815,0.7186101675033569,1,2,0,21,40,0.0,0.0,0.0,0.0,0,0,0,0
W3196375261,2021,2021-09-03,Food Security,first,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9937000274658204,17,6,17,8,144,3790.0,3790.0,1.0,578,1,1,1,0,0,1,1,1,1,1,18.0,0.454726936088668,0.6958202123641968,1,0,0,9,398,64.0,174.0,58.0,58.0,30,113,143,143
W3135705482,2021,2021-03-01,Outlook on Agriculture,first,Ecology,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9740999937057496,4,1,4,6,64,,,0.99961926,519,1,1,1,0,0,1,0,1,1,1,8.0,0.39519258961081505,0.6060602068901062,1,0,0,5,265,103.0,216.0,72.0,72.0,40,94,134,134
W2893311698,2018,2018-09-28,AMBIO,middle,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,review,en,journal,hybrid,0.986299991607666,6,2,6,5,41,4190.0,4190.0,0.99837517,324,1,1,1,0,0,1,1,0,1,1,16.0,0.43230258487164974,0.8425694704055786,1,1,0,13,147,9.0,28.0,9.333333333333334,9.333333333333334,3,17,20,20
W3206706771,2021,2021-10-15,Food Security,first,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.993499994277954,11,4,11,4,86,3790.0,3790.0,0.99953165,289,1,1,1,0,0,1,1,1,1,1,13.0,0.5048396037175105,0.7980092763900757,1,0,0,18,360,29.0,87.0,29.0,29.0,20,55,75,75
W3089203402,2020,2020-09-01,Global Food Security,first,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9822999835014344,1,1,1,2,79,3760.0,3760.0,0.99432838,258,1,1,1,0,0,1,1,1,1,1,7.0,0.394197085074016,0.770699143409729,1,0,0,7,179,17.0,48.0,16.0,16.0,7,30,37,37
W2954141634,2019,2019-07-03,Agriculture Ecosystems & Environment,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,hybrid,0.9998999834060668,4,3,4,6,125,3690.0,3783.0,0.99805679,252,1,1,1,0,0,1,0,0,1,1,17.0,0.43432628056582284,0.9075050354003906,1,2,0,19,531,25.0,68.0,22.666666666666668,22.666666666666668,12,35,47,47
W4316464889,2023,2023-01-16,Global Change Biology,last,Soil Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,hybrid,0.991699993610382,4,1,4,5,106,4120.0,4120.0,0.99926211,213,1,1,1,0,0,1,1,0,1,1,12.0,0.3746270289023717,0.7939453125,1,1,0,7,268,103.0,194.0,64.66666666666667,64.66666666666667,34,67,101,101
W2894867854,2018,2018-10-05,Agricultural Systems,middle,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9993000030517578,17,9,17,7,159,3820.0,3820.0,0.99467059,161,1,1,1,0,0,1,1,0,1,1,18.0,0.42126819160249496,0.7104407548904419,1,0,0,9,156,16.0,30.0,10.0,10.0,8,17,25,25
W4213187198,2022,2022-02-14,Global Food Security,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9994000196456908,2,1,2,4,29,3760.0,3760.0,0.99796216,160,1,1,1,0,0,1,0,1,1,1,7.0,0.5339463949203491,0.8811989426612854,1,0,0,4,117,60.0,101.0,33.666666666666664,33.666666666666664,29,40,69,69
W2985829986,2019,2019-11-08,Global Food Security,middle,Ecology,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.9962000250816344,7,1,7,2,40,3760.0,3760.0,0.98148071,107,1,1,1,0,0,1,0,0,0,1,20.0,0.4426714852452278,0.7361926436424255,1,1,0,21,116,12.0,32.0,10.666666666666666,10.666666666666666,10,20,30,30
W3170687972,2021,2021-05-31,Frontiers in Sustainable Food Systems,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9997000098228456,17,5,17,4,211,950.0,950.0,0.99244952,102,1,1,1,1,1,1,1,0,1,1,17.0,0.4153330887065214,0.7379934191703796,1,3,0,10,222,30.0,55.0,18.333333333333332,18.333333333333332,16,20,36,36
W4386713820,2023,2023-09-01,Outlook on Agriculture,last,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.993499994277954,14,6,14,5,115,,2976.0,0.99943233,98,1,1,1,0,0,1,1,0,1,1,11.0,0.4356953582980416,0.8197542428970337,1,1,0,18,298,36.0,81.0,27.0,27.0,29,35,64,64
W2947294918,2019,2019-05-31,Annual Review of Phytopathology,middle,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,review,en,journal,hybrid,0.9998999834060668,8,3,8,5,134,,,0.95169657,96,1,1,1,0,0,1,0,0,0,1,20.0,0.4043501079082489,0.7528673410415649,1,0,0,17,164,14.0,32.0,10.666666666666666,10.666666666666666,4,22,26,26
W2792092344,2018,2018-03-18,Agriculture Ecosystems & Environment,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9998000264167786,9,3,9,7,37,3690.0,3598.0,0.98817189,88,1,1,1,0,0,1,0,0,0,1,19.0,0.46447270638064336,0.7841123342514038,1,4,0,19,274,15.0,28.0,9.333333333333334,9.333333333333334,7,12,19,19
W3204341673,2021,2021-10-06,Plant and Soil,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,green,0.9995999932289124,4,3,4,3,75,4390.0,,0.9886201,86,1,1,0,0,0,1,0,0,0,1,13.0,0.47183302503365737,0.8566157817840576,1,1,0,18,0,15.0,34.0,11.333333333333334,11.333333333333334,11,18,29,29
W3153681254,2020,2020-12-01,The Journal of Agricultural Science,last,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9987999796867372,2,0,2,2,95,,,0.98847813,85,1,1,1,0,0,1,1,0,0,1,14.0,0.39549566166741507,0.7551266551017761,1,2,0,14,250,4.0,23.0,7.666666666666667,7.666666666666667,4,19,23,23
W3203659197,2021,2021-10-06,Frontiers in Sustainable Food Systems,last,Horticulture,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9991999864578248,4,1,4,3,31,950.0,950.0,0.99116608,78,1,1,1,1,1,1,1,1,1,1,17.0,0.4295153723043554,0.7352833151817322,1,0,0,11,319,7.0,20.0,6.666666666666667,6.666666666666667,5,14,19,19
W4220984798,2022,2022-03-25,Plant and Soil,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9998000264167786,4,3,4,3,88,4390.0,,0.98958295,73,0,0,0,0,0,1,0,0,0,1,8.0,0.6139887720346451,0.8220407366752625,1,1,0,18,0,24.0,47.0,15.666666666666666,15.666666666666666,9,24,33,33
W3082570636,2020,2020-09-02,Geoderma,last,Environmental Chemistry,Environmental Science,Physical Sciences,article,en,journal,hybrid,0.991599977016449,2,1,2,2,52,2800.0,2800.0,0.95807837,71,1,1,1,0,1,1,1,0,0,1,17.0,0.3762746207854327,0.839991569519043,1,0,0,7,147,9.0,23.0,7.666666666666667,7.666666666666667,7,12,19,19
W2906601935,2018,2018-12-20,International Journal of Agricultural Sustainability,last,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9976999759674072,4,3,4,9,79,,2795.0,0.99038642,68,1,1,1,0,1,1,0,0,1,1,13.0,0.4281068123303927,0.6774393916130066,1,1,0,15,160,9.0,14.0,4.666666666666667,4.666666666666667,7,5,12,12
W3169153826,2021,2021-06-11,Global Food Security,middle,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9973000288009644,6,2,6,2,92,3760.0,3760.0,0.99456607,68,1,1,1,0,0,1,0,0,1,1,19.0,0.46977181654227407,0.6920325756072998,1,0,0,16,302,20.0,37.0,12.333333333333334,12.333333333333334,11,14,25,25
W2942708618,2019,2019-05-01,Agricultural Systems,last,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9983999729156494,4,0,4,3,56,3820.0,3820.0,0.99414939,67,1,1,1,0,0,1,0,0,1,1,10.0,0.5740432292222977,0.912111759185791,1,3,0,20,451,11.0,23.0,7.666666666666667,7.666666666666667,5,7,12,12
W2803307850,2018,2018-05-25,Agricultural Systems,middle,Ecology,Environmental Science,Physical Sciences,article,en,journal,bronze,1.0,5,4,5,6,36,3820.0,,0.92893761,60,1,1,1,0,0,1,1,0,0,1,15.0,0.4756634732087453,0.8338978886604309,0,0,0,19,0,5.0,14.0,4.666666666666667,4.666666666666667,3,5,8,8
W3007882797,2020,2020-02-21,European Journal of Agronomy,middle,Ecology,Environmental Science,Physical Sciences,article,en,journal,hybrid,1.0,9,2,9,2,53,3830.0,3830.0,0.96814227,57,1,1,1,0,0,1,0,0,0,1,15.0,0.4684276282787323,0.8126324415206909,1,1,0,14,237,13.0,26.0,8.666666666666666,8.666666666666666,7,8,15,15
W3105174717,2020,2020-11-18,Agriculture Ecosystems & Environment,last,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9997000098228456,3,2,3,2,55,3690.0,3690.0,0.98654292,55,1,1,1,0,0,1,0,0,0,1,20.0,0.45407712161540986,0.7589089870452881,1,0,0,9,254,8.0,20.0,6.666666666666667,6.666666666666667,6,13,19,19
W3100208812,2020,2020-11-20,Human Ecology,middle,Horticulture,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9998999834060668,9,5,9,4,54,2890.0,2890.0,0.95881826,50,1,1,1,0,0,1,1,0,0,1,10.0,0.3829181522130966,0.7908642888069153,0,2,0,19,257,4.0,12.0,4.0,4.0,4,8,12,12
W4221048141,2022,2022-03-01,Outlook on Agriculture,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9991999864578248,4,2,4,5,107,,,0.97705349,44,1,1,1,0,0,1,0,0,0,1,19.0,0.4154301458283475,0.5960960984230042,1,0,0,10,287,19.0,29.0,9.666666666666666,9.666666666666666,7,13,20,20
W3047094998,2020,2020-08-06,Agricultural Systems,middle,Soil Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.996399998664856,4,3,4,6,84,3820.0,3820.0,0.88841727,39,1,1,1,0,0,1,1,0,0,0,17.0,0.38990723034914804,0.6562920212745667,0,0,0,11,325,4.0,8.0,2.6666666666666665,2.6666666666666665,1,6,7,7
W4224268080,2022,2022-04-05,Outlook on Agriculture,last,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,article,en,journal,hybrid,0.9926999807357788,4,2,4,2,76,,,0.98953406,37,1,1,1,0,0,1,0,0,0,1,15.0,0.4218286613623301,0.8572152256965637,0,2,0,15,301,9.0,20.0,6.666666666666667,6.666666666666667,4,10,14,14
W4294042769,2022,2022-09-01,Science,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,green,0.9948999881744384,16,1,16,5,8,,,0.96459353,36,1,1,0,0,0,1,0,0,0,1,8.0,0.346446231007576,0.52374267578125,1,0,0,5,11,18.0,26.0,8.666666666666666,8.666666666666666,14,11,25,25
W3004103484,2020,2020-01-28,Pedosphere,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,closed,0.9979000091552734,7,2,7,2,198,,,0.99928748,409,0,0,0,0,0,1,0,0,1,1,18.0,0.4289693898624844,0.8095531463623047,1,0,0,15,0,92.0,159.0,53.0,53.0,41,61,102,102
W2799888831,2018,2018-04-27,Journal of Pineal Research,middle,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,article,en,journal,closed,0.9995999932289124,7,2,7,3,65,4530.0,,0.99178101,407,0,0,0,0,0,1,0,0,1,1,16.0,0.5142718106508255,0.8310024738311768,0,2,0,11,179,33.0,80.0,26.666666666666668,26.666666666666668,14,37,51,51
W4313826145,2023,2023-01-09,Genes,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,gold,0.9994000196456908,2,2,2,4,117,2598.0,2598.0,0.99997331,483,1,1,1,1,0,1,1,1,1,1,11.0,0.4722747233780948,0.7190645337104797,1,0,0,9,249,193.0,412.0,137.33333333333334,137.33333333333334,66,180,246,246
W3002291039,2020,2020-01-22,Frontiers in Agronomy,first,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9995999932289124,1,1,1,1,24,1900.0,1900.0,0.99837987,289,1,0,1,1,1,1,1,1,1,1,6.0,0.34812140961488086,0.5963153839111328,1,0,0,5,17,35.0,76.0,25.333333333333332,25.333333333333332,9,33,42,42
W4212999574,2022,2022-02-22,Frontiers in Plant Science,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,gold,0.9998000264167786,4,3,4,4,116,2950.0,2950.0,0.99544138,103,1,1,1,1,1,1,1,0,1,1,9.0,0.4147878454791175,0.6840384006500244,1,0,0,13,194,30.0,55.0,18.333333333333332,18.333333333333332,6,28,34,34
W3080442490,2020,2020-08-26,Agronomy,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,gold,0.9998000264167786,3,2,3,4,143,2165.0,2165.0,0.98132508,96,1,1,1,1,1,1,1,1,0,1,14.0,0.43513629479067667,0.646686851978302,1,0,0,16,214,14.0,24.0,8.0,8.0,11,12,23,23
W3166940432,2021,2021-06-17,Frontiers in Plant Science,last,Biomaterials,Materials Science,Physical Sciences,review,en,journal,gold,1.0,4,2,4,4,114,2950.0,2950.0,0.96488114,92,1,1,1,1,1,1,0,1,0,1,8.0,0.46702663600444794,0.8564273118972778,0,1,0,16,275,23.0,39.0,13.0,13.0,8,24,32,32
W2910359053,2019,2019-01-08,Environmental Science and Pollution Research,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,closed,0.9998999834060668,5,3,5,3,163,3690.0,,0.9569009,73,0,0,0,0,0,1,0,0,0,1,15.0,0.5296835343043009,0.8924898505210876,0,0,0,21,0,5.0,15.0,5.0,5.0,1,7,8,8
W2955811376,2019,2019-06-28,PLoS ONE,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9995999932289124,5,1,5,8,60,1805.0,1805.0,0.95797163,67,1,1,1,1,1,1,1,0,0,1,17.0,0.4722084367976469,0.6877630949020386,1,0,0,21,370,2.0,13.0,4.333333333333333,4.333333333333333,1,6,7,7
W2954950083,2019,2019-06-29,Biological Invasions,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9986000061035156,6,3,6,2,38,3490.0,,0.96963691,63,0,0,0,0,0,1,0,0,0,1,13.0,0.5791530632055722,0.9520012140274048,1,3,0,20,0,7.0,16.0,5.333333333333333,5.333333333333333,6,8,14,14
W2874314288,2018,2018-07-05,PLoS ONE,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9997000098228456,3,1,3,6,56,1805.0,1805.0,0.97111343,56,1,1,1,1,1,1,1,0,0,1,12.0,0.5240644166866938,0.810724139213562,1,0,0,18,405,2.0,13.0,4.333333333333333,4.333333333333333,0,6,6,6
W4281383045,2022,2022-05-24,Frontiers in Agronomy,last,Insect Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9976999759674072,5,2,5,2,119,1900.0,1900.0,0.98688623,56,1,1,1,1,1,1,1,1,0,1,16.0,0.5239397343248129,0.9238678216934204,1,4,0,15,271,9.0,23.0,7.666666666666667,7.666666666666667,2,14,16,16
W2985246869,2019,2019-11-05,Scientific Reports,first,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9998999834060668,3,2,3,6,22,2190.0,2190.0,0.93712725,49,1,1,1,1,1,1,1,1,0,1,10.0,0.5746170461177826,0.933988094329834,0,0,0,12,440,4.0,9.0,3.0,3.0,3,6,9,9
W4393199006,2024,2024-03-26,Frontiers in Sustainable Food Systems,last,Food Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,gold,0.9962000250816344,3,2,3,2,125,950.0,950.0,0.99580587,46,1,1,1,1,1,1,1,1,1,1,9.0,0.36536210775375366,0.631833016872406,1,0,0,12,346,30.0,46.0,15.333333333333334,15.333333333333334,19,26,45,45
W2807334829,2018,2018-06-05,Weed Science,last,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9988999962806702,6,2,6,1,51,,,0.95136959,40,0,0,0,0,0,1,0,0,0,1,11.0,0.5281211788004095,0.9615990519523621,1,1,0,18,311,3.0,9.0,3.0,3.0,2,2,4,4
W2901728515,2018,2018-11-23,Frontiers in Plant Science,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,1.0,6,4,6,6,65,2950.0,2807.0,0.93424721,38,1,1,1,1,1,1,1,0,0,1,14.0,0.5570315058742251,0.6826609373092651,0,2,0,24,351,0.0,3.0,1.0,1.0,0,3,3,3
W2921370858,2019,2019-03-11,Pest Management Science,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9987000226974488,4,1,4,2,35,5100.0,,0.9572158,38,0,0,0,0,0,1,0,0,0,1,12.0,0.5256976435581843,0.9881428480148315,1,1,0,18,38,11.0,17.0,5.666666666666667,5.666666666666667,5,7,12,12
W4384557413,2023,2023-07-16,Agronomy,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9995999932289124,2,2,2,3,161,2165.0,2165.0,0.9897434,38,1,1,1,1,1,1,1,1,0,1,14.0,0.46426089107990265,0.6968291997909546,1,0,0,12,205,13.0,35.0,11.666666666666666,11.666666666666666,10,15,25,25
W4380990085,2023,2023-06-15,Plants,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,gold,0.9998000264167786,8,3,8,5,118,2382.0,2382.0,0.98548172,33,1,1,1,1,1,1,1,0,0,1,9.0,0.5600539743900299,0.9503237009048462,0,0,0,12,187,14.0,24.0,8.0,8.0,6,13,19,19
W4404726991,2024,2024-09-01,Weed Science,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,hybrid,0.9998999834060668,10,4,10,1,257,,,0.99085398,26,1,0,1,0,0,1,0,0,1,1,7.0,0.5157140833990914,0.797482430934906,0,0,0,14,289,17.0,26.0,8.666666666666666,8.666666666666666,8,18,26,26
W4206169884,2021,2021-11-01,The Journal of Agricultural Science,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,bronze,0.9998999834060668,4,2,4,1,108,,,0.86438693,17,1,0,1,0,0,1,1,1,0,0,14.0,0.4373644271067211,0.7504172325134277,1,0,0,10,211,1.0,3.0,1.0,1.0,0,3,3,3
W4206133561,2022,2022-01-01,Advances in Weed Science,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9997000098228456,2,1,2,1,85,350.0,350.0,0.89280517,16,1,0,1,1,1,1,1,0,0,0,12.0,0.4607911556959152,0.7105710506439209,1,0,0,11,80,9.0,11.0,3.6666666666666665,3.6666666666666665,1,8,9,9
W4282920926,2022,2022-03-04,Plant Ecology & Diversity,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9976999759674072,4,2,4,1,30,,,0.65865762,3,0,0,0,0,0,1,0,0,0,0,4.0,0.5996009930968285,0.7834469079971313,1,0,0,15,205,0.0,1.0,0.3333333333333333,0.3333333333333333,0,1,1,1
W2806277506,2018,2018-05-31,Crop Protection,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9994999766349792,7,2,7,2,29,3920.0,,0.94146987,46,0,0,0,0,0,1,0,0,0,1,13.0,0.5424655813437241,0.8108286261558533,0,2,0,13,0,5.0,7.0,2.3333333333333335,2.3333333333333335,3,3,6,6
W2885480103,2018,2018-08-06,Wetlands,last,Insect Science,Agricultural and Biological Sciences,Life Sciences,review,en,journal,closed,0.9997000098228456,5,3,5,3,97,3390.0,,0.85206553,44,0,0,0,0,0,1,0,0,0,0,7.0,0.5904669378484998,0.8252159357070923,1,0,0,12,0,2.0,3.0,1.0,1.0,2,1,3,3
W2914490130,2019,2019-02-06,Archives of Agronomy and Soil Science,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,1.0,4,2,4,3,56,,,0.90637605,39,0,0,0,0,1,1,0,0,0,1,12.0,0.6177932197848955,0.955072283744812,1,0,0,11,200,3.0,5.0,1.6666666666666667,1.6666666666666667,2,1,3,3
W4238487483,2020,2020-01-01,,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,book,en,,closed,0.6442000269889832,3,2,3,2,0,,,0.94606888,37,0,0,0,0,0,0,0,0,0,1,8.0,0.5206231735646725,0.7197865843772888,1,0,0,5,0,7.0,10.0,3.3333333333333335,3.3333333333333335,0,7,7,7
W2943960172,2019,2019-05-11,Crop Protection,middle,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,closed,0.9998999834060668,6,3,6,2,52,3920.0,,0.94299123,35,0,0,0,0,0,1,0,0,0,1,14.0,0.46846611159188406,0.8432190418243408,0,1,0,23,0,7.0,12.0,4.0,4.0,2,8,10,10
W3130416631,2021,2021-02-22,Agronomy,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,1.0,7,3,7,3,41,2165.0,2165.0,0.94012909,33,1,1,1,1,1,1,0,0,0,1,9.0,0.5482405854596032,0.796320915222168,0,0,0,16,253,11.0,14.0,4.666666666666667,4.666666666666667,5,7,12,12
W2804094548,2018,2018-01-01,Advances in agronomy,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,book-chapter,en,book series,closed,1.0,5,3,5,2,161,,,0.95267195,32,0,0,0,0,0,1,0,1,0,1,15.0,0.39495869477589923,0.7036944031715393,0,0,0,13,0,3.0,7.0,2.3333333333333335,2.3333333333333335,2,1,3,3
W2790858493,2018,2018-01-01,Elsevier eBooks,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,book-chapter,en,ebook platform,green,0.9998999834060668,2,2,2,3,43,,,0.96657563,30,1,1,0,0,0,0,0,0,0,1,10.0,0.5165794432163239,0.7866130471229553,1,0,0,7,0,3.0,6.0,2.0,2.0,1,2,3,3
W2999269041,2020,2020-01-09,Agronomy,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9998999834060668,3,2,3,3,25,2165.0,2165.0,0.93114294,29,1,1,1,1,1,1,0,0,0,1,7.0,0.5574751581464495,0.9201655387878418,0,0,0,9,249,5.0,11.0,3.6666666666666665,3.6666666666666665,5,2,7,7
W2889448944,2018,2018-08-28,Frontiers in Plant Science,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9994000196456908,4,2,4,8,34,2950.0,2950.0,0.90690256,26,1,1,1,1,1,1,1,0,0,1,10.0,0.37924814522266387,0.5657662153244019,1,1,0,20,405,3.0,6.0,2.0,2.0,3,3,6,6
W3026085232,2020,2020-05-20,PLoS ONE,last,Plant Science,Agricultural and Biological Sciences,Life Sciences,article,en,journal,gold,0.9998000264167786,5,3,5,5,41,1805.0,1805.0,0.93723027,25,1,1,1,1,1,1,1,0,0,1,9.0,0.575778646601571,0.9775075912475586,1,1,0,19,299,7.0,18.0,6.0,6.0,3,11,14,14
