article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,keywords_very_specific,keywords_specific,keywords_intermediate,keywords_broad,keywords_score_high,keywords_score_medium,keywords_score_low,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_7,citations_year_8,author_total_citations
https://openalex.org/W3171973355,Extraction and identification methods of microplastics and nanoplastics in agricultural soil: A review,2021-06-07,2021,review,Collaborator,Kadambot H. M. Siddique,129,862,last,False,6,Journal of Environmental Management,Elsevier BV,False,closed,Microplastics and Plastic Pollution,Pollution,Environmental Science,Physical Sciences,"['Microplastics', 'Environmental science', 'Environmental chemistry', 'Extraction (chemistry)', 'Soil water']",Microplastics | Environmental science | Environmental chemistry | Extraction (chemistry) | Soil water | Soil test | Agriculture | Soil contamination | Identification (biology) | Soil science | Chemistry | Ecology | Biology | Chromatography,,,Extraction (chemistry),Microplastics | Environmental science | Environmental chemistry | Soil water | Soil test | Agriculture | Soil contamination | Identification (biology) | Soil science | Chemistry | Ecology | Biology | Chromatography,Microplastics,Environmental science | Environmental chemistry | Extraction (chemistry) | Soil water | Soil test | Agriculture | Soil contamination | Identification (biology),Soil science | Chemistry | Ecology | Biology | Chromatography,[],167,97.0,100.0,0.97834516,166,,10.0,36.0,42.0,44.0,31.0,4.0,,,34118
https://openalex.org/W2915062110,"Quantifying the Impact of Heat Stress on Pollen Germination, Seed Set, and Grain Filling in Spring Wheat",2019-01-24,2019,article,Target_author,Vara Prasad,93,360,middle,False,9,Crop Science,Wiley,False,closed,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Germination', 'Pollen', 'Anthesis', 'Biology', 'Germplasm']",Germination | Pollen | Anthesis | Biology | Germplasm | Agronomy | Heat stress | Horticulture | Dry weight | Cultivar | Botany | Animal science,,,,Germination | Pollen | Anthesis | Biology | Germplasm | Agronomy | Heat stress | Horticulture | Dry weight | Cultivar | Botany | Animal science,Germination | Pollen | Anthesis | Biology,Germplasm | Agronomy | Heat stress | Horticulture | Dry weight,Cultivar | Botany | Animal science,['Zero hunger'],167,96.0,100.0,0.99207202,43,35.0,44.0,29.0,26.0,20.0,7.0,3.0,3.0,,13383
https://openalex.org/W4308825614,Breeding crops for drought-affected environments and improved climate resilience,2022-11-12,2022,review,Collaborator,Mark Cooper,74,203,first,True,2,The Plant Cell,Oxford University Press,True,hybrid,Genetics and Plant Breeding,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Abiotic component', 'Germplasm', 'Temperate climate', 'Resistance (ecology)']",Biology | Abiotic component | Germplasm | Temperate climate | Resistance (ecology) | Climate change | Psychological resilience | Agroforestry | Agronomy | Selection (genetic algorithm) | Trait | Resilience (materials science) | Climate resilience | Biotechnology | Environmental resource management | Ecology | Environmental science | Computer science,,,,Biology | Abiotic component | Germplasm | Temperate climate | Resistance (ecology) | Climate change | Psychological resilience | Agroforestry | Agronomy | Selection (genetic algorithm) | Trait | Resilience (materials science) | Climate resilience | Biotechnology | Environmental resource management | Ecology | Environmental science | Computer science,Biology,Abiotic component | Germplasm | Temperate climate | Resistance (ecology) | Climate change | Psychological resilience | Agroforestry | Agronomy | Selection (genetic algorithm) | Trait | Resilience (materials science) | Climate resilience | Biotechnology,Environmental resource management | Ecology | Environmental science | Computer science,['Climate action'],166,97.0,100.0,0.9982635,250,,,22.0,64.0,49.0,26.0,5.0,,,3293
https://openalex.org/W3193867544,Associations between wildfire smoke exposure during pregnancy and risk of preterm birth in California,2021-08-14,2021,article,Collaborator,Marshall Burke,64,133,last,False,5,Environmental Research,Elsevier BV,False,closed,Air Quality and Health Impacts,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,"['Smoke', 'Pregnancy', 'Medicine', 'Population', 'Environmental health']",Smoke | Pregnancy | Medicine | Population | Environmental health | Relative risk | Demography | Confidence interval | Geography | Meteorology | Internal medicine | Biology,Relative risk,,Confidence interval,Smoke | Pregnancy | Medicine | Population | Environmental health | Demography | Geography | Meteorology | Internal medicine | Biology,Smoke,Pregnancy | Medicine | Population | Environmental health | Relative risk,Demography | Confidence interval | Geography | Meteorology | Internal medicine | Biology,"['Good health and well-being', 'No poverty']",166,98.0,100.0,0.99429515,55,,9.0,33.0,48.0,45.0,25.0,6.0,,,9718
https://openalex.org/W4308825614,Breeding crops for drought-affected environments and improved climate resilience,2022-11-12,2022,review,Target_author,Messina,53,98,last,False,2,The Plant Cell,Oxford University Press,True,hybrid,Genetics and Plant Breeding,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Abiotic component', 'Germplasm', 'Temperate climate', 'Resistance (ecology)']",Biology | Abiotic component | Germplasm | Temperate climate | Resistance (ecology) | Climate change | Psychological resilience | Agroforestry | Agronomy | Selection (genetic algorithm) | Trait | Resilience (materials science) | Climate resilience | Biotechnology | Environmental resource management | Ecology | Environmental science | Computer science,,,,Biology | Abiotic component | Germplasm | Temperate climate | Resistance (ecology) | Climate change | Psychological resilience | Agroforestry | Agronomy | Selection (genetic algorithm) | Trait | Resilience (materials science) | Climate resilience | Biotechnology | Environmental resource management | Ecology | Environmental science | Computer science,Biology,Abiotic component | Germplasm | Temperate climate | Resistance (ecology) | Climate change | Psychological resilience | Agroforestry | Agronomy | Selection (genetic algorithm) | Trait | Resilience (materials science) | Climate resilience | Biotechnology,Environmental resource management | Ecology | Environmental science | Computer science,['Climate action'],166,97.0,100.0,0.9982635,250,,,22.0,64.0,49.0,26.0,5.0,,,3291
https://openalex.org/W3009047590,Production of biofuels from sorghum,2020-03-04,2020,article,Target_author,Ciampitti,58,222,middle,False,10,Renewable and Sustainable Energy Reviews,Elsevier BV,False,closed,Biofuel production and bioconversion,Biomedical Engineering,Engineering,Physical Sciences,"['Biofuel', 'Bioenergy', 'Sweet sorghum', 'Biomass (ecology)', 'Biorefinery']",Biofuel | Bioenergy | Sweet sorghum | Biomass (ecology) | Biorefinery | Sorghum | Environmental science | Biodiesel | Bioproducts | Energy crop | Biohydrogen | Biotechnology | Agronomy | Chemistry | Biology | Hydrogen production,,Bioproducts | Biohydrogen | Hydrogen production,Biorefinery,Biofuel | Bioenergy | Sweet sorghum | Biomass (ecology) | Sorghum | Environmental science | Biodiesel | Energy crop | Biotechnology | Agronomy | Chemistry | Biology,Biofuel,Bioenergy | Sweet sorghum | Biomass (ecology) | Biorefinery | Sorghum | Environmental science | Biodiesel | Bioproducts | Energy crop | Biohydrogen,Biotechnology | Agronomy | Chemistry | Biology | Hydrogen production,[],165,96.0,100.0,0.9857227,203,7.0,29.0,31.0,35.0,33.0,27.0,3.0,,,7622
https://openalex.org/W3009047590,Production of biofuels from sorghum,2020-03-04,2020,article,Target_author,Vara Prasad,93,360,last,True,10,Renewable and Sustainable Energy Reviews,Elsevier BV,False,closed,Biofuel production and bioconversion,Biomedical Engineering,Engineering,Physical Sciences,"['Biofuel', 'Bioenergy', 'Sweet sorghum', 'Biomass (ecology)', 'Biorefinery']",Biofuel | Bioenergy | Sweet sorghum | Biomass (ecology) | Biorefinery | Sorghum | Environmental science | Biodiesel | Bioproducts | Energy crop | Biohydrogen | Biotechnology | Agronomy | Chemistry | Biology | Hydrogen production,,Bioproducts | Biohydrogen | Hydrogen production,Biorefinery,Biofuel | Bioenergy | Sweet sorghum | Biomass (ecology) | Sorghum | Environmental science | Biodiesel | Energy crop | Biotechnology | Agronomy | Chemistry | Biology,Biofuel,Bioenergy | Sweet sorghum | Biomass (ecology) | Biorefinery | Sorghum | Environmental science | Biodiesel | Bioproducts | Energy crop | Biohydrogen,Biotechnology | Agronomy | Chemistry | Biology | Hydrogen production,[],165,96.0,100.0,0.9857227,203,7.0,29.0,31.0,35.0,33.0,27.0,3.0,,,13383
https://openalex.org/W4360611662,Smart agriculture and digital twins: Applications and challenges in a vision of sustainability,2023-03-23,2023,article,Target_author,Basso,70,194,middle,False,6,European Journal of Agronomy,Elsevier BV,True,hybrid,Smart Agriculture and AI,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Agriculture', 'Precision agriculture', 'Sustainability', 'Conceptual framework', 'Computer science']",Agriculture | Precision agriculture | Sustainability | Conceptual framework | Computer science | Agricultural engineering | Profitability index | Environmental economics | Food security | Field (mathematics) | Data science | Business | Environmental resource management | Environmental science | Geography | Engineering | Economics | Mathematics | Ecology,,Conceptual framework,,Agriculture | Precision agriculture | Sustainability | Computer science | Agricultural engineering | Profitability index | Environmental economics | Food security | Field (mathematics) | Data science | Business | Environmental resource management | Environmental science | Geography | Engineering | Economics | Mathematics | Ecology,,Agriculture | Precision agriculture | Sustainability | Conceptual framework | Computer science | Agricultural engineering | Profitability index | Environmental economics | Food security | Field (mathematics) | Data science,Business | Environmental resource management | Environmental science | Geography | Engineering | Economics | Mathematics | Ecology,['Zero hunger'],164,99.0,100.0,0.99948291,83,,,,26.0,64.0,57.0,17.0,,,5545
https://openalex.org/W3000336815,Predicting crop yields and soil‐plant nitrogen dynamics in the US Corn Belt,2020-01-11,2020,article,Collaborator,Mark A. Licht,24,37,middle,False,25,Crop Science,Wiley,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Phenology', 'Sowing', 'Growing season', 'Precipitation', 'Environmental science']",Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture) | Mathematics | Soil science | Biology | Meteorology | Geography,,,,Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture) | Mathematics | Soil science | Biology | Meteorology | Geography,,Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture),Mathematics | Soil science | Biology | Meteorology | Geography,['Zero hunger'],164,99.0,100.0,0.99863785,73,9.0,21.0,29.0,25.0,37.0,26.0,17.0,,,1384
https://openalex.org/W3033224592,Improving adoption of technologies and interventions for increasing supply of quality livestock feed in low- and middle-income countries,2020-06-05,2020,article,Collaborator,Kenneth J. Boote,89,343,middle,False,16,Global Food Security,Elsevier BV,True,hybrid,Agriculture Sustainability and Environmental Impact,Ecology,Environmental Science,Physical Sciences,"['Livestock', 'Livelihood', 'Business', 'Production (economics)', 'Food security']",Livestock | Livelihood | Business | Production (economics) | Food security | Quality (philosophy) | Consumption (sociology) | Psychological intervention | Natural resource economics | Agricultural economics | Biotechnology | Agriculture | Economics | Geography | Biology | Medicine,,,,Livestock | Livelihood | Business | Production (economics) | Food security | Quality (philosophy) | Consumption (sociology) | Psychological intervention | Natural resource economics | Agricultural economics | Biotechnology | Agriculture | Economics | Geography | Biology | Medicine,Livestock,Livelihood | Business | Production (economics) | Food security | Quality (philosophy) | Consumption (sociology) | Psychological intervention | Natural resource economics | Agricultural economics,Biotechnology | Agriculture | Economics | Geography | Biology | Medicine,[],164,94.0,100.0,0.98998748,90,12.0,42.0,39.0,28.0,18.0,23.0,2.0,,,3989
https://openalex.org/W3000336815,Predicting crop yields and soil‐plant nitrogen dynamics in the US Corn Belt,2020-01-11,2020,article,Target_author,Castellano,48,97,middle,False,25,Crop Science,Wiley,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Phenology', 'Sowing', 'Growing season', 'Precipitation', 'Environmental science']",Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture) | Mathematics | Soil science | Biology | Meteorology | Geography,,,,Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture) | Mathematics | Soil science | Biology | Meteorology | Geography,,Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture),Mathematics | Soil science | Biology | Meteorology | Geography,['Zero hunger'],164,99.0,100.0,0.99863785,73,9.0,21.0,29.0,25.0,37.0,26.0,17.0,,,3601
https://openalex.org/W3000336815,Predicting crop yields and soil‐plant nitrogen dynamics in the US Corn Belt,2020-01-11,2020,article,Target_author,Archontoulis,53,123,first,True,25,Crop Science,Wiley,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Phenology', 'Sowing', 'Growing season', 'Precipitation', 'Environmental science']",Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture) | Mathematics | Soil science | Biology | Meteorology | Geography,,,,Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture) | Mathematics | Soil science | Biology | Meteorology | Geography,,Phenology | Sowing | Growing season | Precipitation | Environmental science | Agronomy | Soil water | Water content | Biomass (ecology) | Yield (engineering) | Hydrology (agriculture),Mathematics | Soil science | Biology | Meteorology | Geography,['Zero hunger'],164,99.0,100.0,0.99863785,73,9.0,21.0,29.0,25.0,37.0,26.0,17.0,,,5356
https://openalex.org/W2892870427,"Effect of Cold Stress on Photosynthetic Traits, Carbohydrates, Morphology, and Anatomy in Nine Cultivars of Stevia rebaudiana",2018-09-28,2018,article,Collaborator,Ivica Djalović,25,52,middle,False,5,Frontiers in Plant Science,Frontiers Media,True,gold,Plant Molecular Biology Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Stevia rebaudiana', 'Cultivar', 'Photosynthesis', 'Biology', 'Horticulture']",Stevia rebaudiana | Cultivar | Photosynthesis | Biology | Horticulture | Chlorophyll | Botany | Photosynthetic capacity | Phloem | Carotenoid,,Stevia rebaudiana,Phloem | Carotenoid,Cultivar | Photosynthesis | Biology | Horticulture | Chlorophyll | Botany | Photosynthetic capacity,Stevia rebaudiana | Cultivar,Photosynthesis | Biology | Horticulture | Chlorophyll | Botany | Photosynthetic capacity | Phloem | Carotenoid,,['Clean water and sanitation'],162,97.0,100.0,0.98895124,63,24.0,29.0,36.0,17.0,24.0,4.0,,20.0,8.0,1648
https://openalex.org/W3210357596,"Unmanned Aerial Vehicles in Hydrology and Water Management: Applications, Challenges, and Perspectives",2021-10-22,2021,article,Collaborator,Sheng Wang,40,114,middle,False,11,Water Resources Research,Wiley,True,bronze,Remote Sensing and LiDAR Applications,Environmental Engineering,Environmental Science,Physical Sciences,"['Hydrology (agriculture)', 'Environmental science', 'Water resource management', 'Geology', 'Geotechnical engineering']",Hydrology (agriculture) | Environmental science | Water resource management | Geology | Geotechnical engineering,,,,Hydrology (agriculture) | Environmental science | Water resource management | Geology | Geotechnical engineering,,Hydrology (agriculture) | Environmental science,Water resource management | Geology | Geotechnical engineering,['Clean water and sanitation'],162,99.0,100.0,0.98584347,255,,17.0,58.0,42.0,34.0,11.0,,,,3951
https://openalex.org/W4388792466,Ten deep learning techniques to address small data problems with remote sensing,2023-11-18,2023,article,Collaborator,Claas Nendel,62,162,middle,False,6,International Journal of Applied Earth Observation and Geoinformation,Elsevier BV,True,gold,Remote-Sensing Image Classification,Media Technology,Engineering,Physical Sciences,"['Computer science', 'Machine learning', 'Artificial intelligence', 'Transfer of learning', 'Deep learning']",Computer science | Machine learning | Artificial intelligence | Transfer of learning | Deep learning | Variety (cybernetics) | Data science | Key (lock) | Supervised learning | Artificial neural network,,,Supervised learning,Computer science | Machine learning | Artificial intelligence | Transfer of learning | Deep learning | Variety (cybernetics) | Data science | Key (lock) | Artificial neural network,,Computer science | Machine learning | Artificial intelligence | Transfer of learning | Deep learning | Variety (cybernetics) | Data science | Key (lock) | Supervised learning,Artificial neural network,['Climate action'],162,99.0,100.0,0.99707731,269,,,,17.0,98.0,47.0,,,,6193
https://openalex.org/W3108866600,Neglected and Underutilized Crop Species: The Key to Improving Dietary Diversity and Fighting Hunger and Malnutrition in Asia and the Pacific,2020-11-19,2020,review,Collaborator,Kadambot H. M. Siddique,129,862,last,True,3,Frontiers in Nutrition,Frontiers Media,True,gold,Agriculture Sustainability and Environmental Impact,Ecology,Environmental Science,Physical Sciences,"['Malnutrition', 'Dietary diversity', 'Micronutrient', 'Agriculture', 'Diversity (politics)']",Malnutrition | Dietary diversity | Micronutrient | Agriculture | Diversity (politics) | Crop diversity | Environmental health | Agricultural productivity | Food security | Food processing | Natural resource economics | Geography | Biotechnology | Agroforestry | Ecology | Biology | Medicine | Economic growth | Political science | Food science | Economics,Dietary diversity,,Crop diversity,Malnutrition | Micronutrient | Agriculture | Diversity (politics) | Environmental health | Agricultural productivity | Food security | Food processing | Natural resource economics | Geography | Biotechnology | Agroforestry | Ecology | Biology | Medicine | Economic growth | Political science | Food science | Economics,Malnutrition,Dietary diversity | Micronutrient | Agriculture | Diversity (politics) | Crop diversity | Environmental health | Agricultural productivity | Food security | Food processing,Natural resource economics | Geography | Biotechnology | Agroforestry | Ecology | Biology | Medicine | Economic growth | Political science | Food science | Economics,['Zero hunger'],162,97.0,100.0,0.98855341,41,13.0,48.0,35.0,38.0,23.0,5.0,,,,34118
https://openalex.org/W3118539616,Climate impact and adaptation to heat and drought stress of regional and global wheat production,2021-01-08,2021,article,Collaborator,Senthold Asseng,84,231,last,False,10,Environmental Research Letters,IOP Publishing,True,gold,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Food security', 'Environmental science', 'Climate change', 'Anthesis', 'Agronomy']",Food security | Environmental science | Climate change | Anthesis | Agronomy | Crop yield | Climate model | Crop | Yield (engineering) | Agroforestry | Geography | Agriculture | Biology | Ecology | Cultivar,,,,Food security | Environmental science | Climate change | Anthesis | Agronomy | Crop yield | Climate model | Crop | Yield (engineering) | Agroforestry | Geography | Agriculture | Biology | Ecology | Cultivar,Food security,Environmental science | Climate change | Anthesis | Agronomy | Crop yield | Climate model | Crop | Yield (engineering),Agroforestry | Geography | Agriculture | Biology | Ecology | Cultivar,[],162,98.0,100.0,0.99866326,82,,14.0,51.0,39.0,30.0,21.0,7.0,,,7533
https://openalex.org/W2892870427,"Effect of Cold Stress on Photosynthetic Traits, Carbohydrates, Morphology, and Anatomy in Nine Cultivars of Stevia rebaudiana",2018-09-28,2018,article,Collaborator,Kadambot H. M. Siddique,129,862,last,True,5,Frontiers in Plant Science,Frontiers Media,True,gold,Plant Molecular Biology Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Stevia rebaudiana', 'Cultivar', 'Photosynthesis', 'Biology', 'Horticulture']",Stevia rebaudiana | Cultivar | Photosynthesis | Biology | Horticulture | Chlorophyll | Botany | Photosynthetic capacity | Phloem | Carotenoid,,Stevia rebaudiana,Phloem | Carotenoid,Cultivar | Photosynthesis | Biology | Horticulture | Chlorophyll | Botany | Photosynthetic capacity,Stevia rebaudiana | Cultivar,Photosynthesis | Biology | Horticulture | Chlorophyll | Botany | Photosynthetic capacity | Phloem | Carotenoid,,['Clean water and sanitation'],162,97.0,100.0,0.98895124,63,24.0,29.0,36.0,17.0,24.0,4.0,,20.0,8.0,34118
https://openalex.org/W3110982403,Narrowing uncertainties in the effects of elevated CO2 on crops,2020-12-11,2020,review,Collaborator,Senthold Asseng,84,231,middle,False,28,Nature Food,Nature Portfolio,True,hybrid,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Agriculture', 'Climate change', 'Environmental science', 'Crop', 'Crop yield']",Agriculture | Climate change | Environmental science | Crop | Crop yield | Agricultural engineering | Natural resource economics | Agronomy | Ecology | Biology | Economics | Engineering,,,,Agriculture | Climate change | Environmental science | Crop | Crop yield | Agricultural engineering | Natural resource economics | Agronomy | Ecology | Biology | Economics | Engineering,,Agriculture | Climate change | Environmental science | Crop | Crop yield,Agricultural engineering | Natural resource economics | Agronomy | Ecology | Biology | Economics | Engineering,['Zero hunger'],161,99.0,100.0,0.99327052,114,6.0,39.0,40.0,25.0,28.0,23.0,,,,7533
https://openalex.org/W3110982403,Narrowing uncertainties in the effects of elevated CO2 on crops,2020-12-11,2020,review,Collaborator,Kenneth J. Boote,89,343,middle,False,28,Nature Food,Nature Portfolio,True,hybrid,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Agriculture', 'Climate change', 'Environmental science', 'Crop', 'Crop yield']",Agriculture | Climate change | Environmental science | Crop | Crop yield | Agricultural engineering | Natural resource economics | Agronomy | Ecology | Biology | Economics | Engineering,,,,Agriculture | Climate change | Environmental science | Crop | Crop yield | Agricultural engineering | Natural resource economics | Agronomy | Ecology | Biology | Economics | Engineering,,Agriculture | Climate change | Environmental science | Crop | Crop yield,Agricultural engineering | Natural resource economics | Agronomy | Ecology | Biology | Economics | Engineering,['Zero hunger'],161,99.0,100.0,0.99327052,114,6.0,39.0,40.0,25.0,28.0,23.0,,,,3989
https://openalex.org/W2986522853,Revolutionizing agriculture with synthetic biology,2019-11-18,2019,article,Collaborator,Mark Cooper,74,203,middle,False,8,Nature Plants,Nature Portfolio,False,closed,Microbial Metabolic Engineering and Bioproduction,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Synthetic biology', 'Biology', 'Agriculture', 'Computational biology', 'Biotechnology']",Synthetic biology | Biology | Agriculture | Computational biology | Biotechnology | Ecology,,Synthetic biology,,Biology | Agriculture | Computational biology | Biotechnology | Ecology,,Synthetic biology | Biology | Agriculture | Computational biology,Biotechnology | Ecology,['Zero hunger'],160,90.0,100.0,0.97412119,43,30.0,17.0,34.0,21.0,29.0,21.0,1.0,7.0,,3293
https://openalex.org/W3009645646,From the Ground to Space: Using Solar‐Induced Chlorophyll Fluorescence to Estimate Crop Productivity,2020-03-09,2020,article,Target_author,Peng,40,71,middle,False,12,Geophysical Research Letters,American Geophysical Union,True,bronze,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Environmental science', 'Atmospheric sciences', 'Chlorophyll fluorescence', 'Productivity', 'Satellite']",Environmental science | Atmospheric sciences | Chlorophyll fluorescence | Productivity | Satellite | Primary production | Crop | Agronomy | Chlorophyll | Physics | Ecosystem | Ecology | Botany | Biology,,,,Environmental science | Atmospheric sciences | Chlorophyll fluorescence | Productivity | Satellite | Primary production | Crop | Agronomy | Chlorophyll | Physics | Ecosystem | Ecology | Botany | Biology,,Environmental science | Atmospheric sciences | Chlorophyll fluorescence | Productivity | Satellite | Primary production | Crop,Agronomy | Chlorophyll | Physics | Ecosystem | Ecology | Botany | Biology,['Zero hunger'],159,99.0,100.0,0.99549709,67,6.0,25.0,22.0,24.0,41.0,33.0,8.0,,,5003
https://openalex.org/W2808287349,Estimating spring frost and its impact on yield across winter wheat in China,2018-06-15,2018,article,Collaborator,Senthold Asseng,84,231,middle,False,8,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Frost (temperature)', 'Phenology', 'Environmental science', 'Climate change', 'Global warming']",Frost (temperature) | Phenology | Environmental science | Climate change | Global warming | Growing season | Agronomy | Spring (device) | Biology | Geography | Ecology | Meteorology,,,,Frost (temperature) | Phenology | Environmental science | Climate change | Global warming | Growing season | Agronomy | Spring (device) | Biology | Geography | Ecology | Meteorology,Frost (temperature),Phenology | Environmental science | Climate change | Global warming | Growing season | Agronomy | Spring (device),Biology | Geography | Ecology | Meteorology,['Zero hunger'],159,94.0,100.0,0.98843638,98,33.0,26.0,33.0,24.0,11.0,2.0,,18.0,12.0,7533
https://openalex.org/W3009645646,From the Ground to Space: Using Solar‐Induced Chlorophyll Fluorescence to Estimate Crop Productivity,2020-03-09,2020,article,Target_author,Kaiyu,70,157,middle,False,12,Geophysical Research Letters,American Geophysical Union,True,bronze,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Environmental science', 'Atmospheric sciences', 'Chlorophyll fluorescence', 'Productivity', 'Satellite']",Environmental science | Atmospheric sciences | Chlorophyll fluorescence | Productivity | Satellite | Primary production | Crop | Agronomy | Chlorophyll | Physics | Ecosystem | Ecology | Botany | Biology,,,,Environmental science | Atmospheric sciences | Chlorophyll fluorescence | Productivity | Satellite | Primary production | Crop | Agronomy | Chlorophyll | Physics | Ecosystem | Ecology | Botany | Biology,,Environmental science | Atmospheric sciences | Chlorophyll fluorescence | Productivity | Satellite | Primary production | Crop,Agronomy | Chlorophyll | Physics | Ecosystem | Ecology | Botany | Biology,['Zero hunger'],159,99.0,100.0,0.99549709,67,6.0,25.0,22.0,24.0,41.0,33.0,8.0,,,10410
https://openalex.org/W3017707823,Assessing the benefit of satellite-based Solar-Induced Chlorophyll Fluorescence in crop yield prediction,2020-04-22,2020,article,Target_author,Peng,40,71,first,True,8,International Journal of Applied Earth Observation and Geoinformation,Elsevier BV,True,gold,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Satellite', 'Normalized Difference Vegetation Index', 'Remote sensing', 'Environmental science', 'Vegetation (pathology)']",Satellite | Normalized Difference Vegetation Index | Remote sensing | Environmental science | Vegetation (pathology) | Yield (engineering) | Enhanced vegetation index | Chlorophyll fluorescence | Crop yield | Leaf area index | Atmospheric sciences | Meteorology | Chlorophyll | Geography | Vegetation Index | Agronomy | Chemistry | Materials science | Physics,,,,Satellite | Normalized Difference Vegetation Index | Remote sensing | Environmental science | Vegetation (pathology) | Yield (engineering) | Enhanced vegetation index | Chlorophyll fluorescence | Crop yield | Leaf area index | Atmospheric sciences | Meteorology | Chlorophyll | Geography | Vegetation Index | Agronomy | Chemistry | Materials science | Physics,,Satellite | Normalized Difference Vegetation Index | Remote sensing | Environmental science | Vegetation (pathology) | Yield (engineering) | Enhanced vegetation index | Chlorophyll fluorescence | Crop yield,Leaf area index | Atmospheric sciences | Meteorology | Chlorophyll | Geography | Vegetation Index | Agronomy | Chemistry | Materials science | Physics,['Zero hunger'],158,98.0,100.0,0.99409588,80,5.0,31.0,31.0,33.0,34.0,17.0,7.0,,,5003
